target,gr_code,lddt,tm_score,gdt_ts,inf_all,TM_align,inf_stack,inf_wc,inf_nwc,lddt_no_checks,global_rmsd,clashscore,clashes_number,Z_lddt,Z_tm_score,Z_gdt_ts,Z_inf_all,Z_TM_align,Z_inf_stack,Z_inf_wc,Z_inf_nwc,Z_lddt_no_checks,Z_global_rmsd,Z_clashscore,Z_clashes_number,Z_CASP15,Z_CASP16_t33_g33_l33,Z_CASP16_t30_g30_l40,Z_CASP16_t25_g25_l50,Z_CASP16_t20_g20_l60,Z_topo,Z_rmsd_inf
R1224s2,falcon2 - S 208,0.679,0.823,0.48,0.85,0.829,0.83,0.97,0.73,0.715,5.21,17.15,9.0,0.6620844021438621,0.6504846419351562,0.6588450959310973,0.7624928516630223,0.6168269642672757,0.8647905877975268,0.633611947844155,0.7082893582821052,0.7520799371940472,0.6131833003456333,0.015315271086423948,-0.27513126168318,0.6270411171530867,0.6571380466700385,0.6576326822174209,0.6583746355384944,0.659116588859568,0.6546648689331267,0.6878380760043278
R1224s2,isyslab-hust - 235,0.67,0.84,0.51,0.84,0.849,0.82,0.96,0.74,0.715,4.71,0.55,0.0,0.5893659270129986,0.7207234045145036,0.8351971526020181,0.6260467624180601,0.712030594414211,0.6832913286301449,0.5187262649932914,0.7742669971357806,0.7520799371940472,0.6691870358879078,0.964960148483676,0.897796748650377,0.7713193688639935,0.71509549470984,0.7025225379401558,0.6836631027856297,0.6648036676311035,0.7779602785582609,0.647616899152984
R1224s2,kiharalab_server - S 267,0.089,0.273,0.11,0.61,0.3,0.69,0.47,0.24,0.373,26.34,51.26,133.0,-4.105015634212743,-1.6219459121025501,-1.516163603010257,-2.512213290216068,-1.9013090531191623,-1.6761990405458198,-5.110672194699017,-2.524614945547991,-2.0658166503692876,-1.7535345636708866,-1.9360333293967245,-16.435472737389965,-1.779626358393832,-2.4143750497751832,-2.5834391082189394,-2.837035195884573,-3.090631283550207,-1.5690547575564036,-2.1328739269434775
R1224s2,thermomaps - 169,0.328,0.158,0.07,0.6,0.207,0.64,0.62,0.28,0.332,36.98,1.1,1.0,-2.173936127959813,-2.0970904824922525,-1.7512996785714843,-2.64865937946103,-2.3440059333024115,-2.583695336382728,-3.3873869519360653,-2.2607043901332893,-2.4036346623286344,-2.945294056010487,0.93349601097955,0.7674714141688707,-1.8365421413299912,-2.007442096341183,-2.0240914995030463,-2.0490656042458406,-2.074039708988635,-1.9241950805318684,-2.7969767177357587
R1224s3,405 - 325,0.727,0.677,0.73,0.86,0.758,0.86,0.98,0.45,0.727,3.37,9.08,0.0,0.6525527897158677,1.454517695342441,1.1644596790181507,0.4210680603473188,1.3538844911290682,0.4744263755864422,0.30772872744833457,-0.6116191268006875,0.717320916419761,0.8971123326562706,-0.2696472839574262,0.24253562503633297,0.99282047321963,1.0905100546921531,1.0467143281945246,0.9810207384480818,0.915327148701639,1.3094886871802958,0.6590901965017947
R1224s3,406 - 159,0.727,0.677,0.73,0.86,0.758,0.86,0.98,0.45,0.727,3.37,9.08,0.0,0.6525527897158677,1.454517695342441,1.1644596790181507,0.4210680603473188,1.3538844911290682,0.4744263755864422,0.30772872744833457,-0.6116191268006875,0.717320916419761,0.8971123326562706,-0.2696472839574262,0.24253562503633297,0.99282047321963,1.0905100546921531,1.0467143281945246,0.9810207384480818,0.915327148701639,1.3094886871802958,0.6590901965017947
R1224s3,998,0.722,0.5974,0.671,,0.6898,,,,0.722,5.102,,0.0,0.5978695950469404,-0.5085139857233069,0.1470543486049253,,-0.088269232966199,,,,0.6306992652855208,-0.7463942977472476,,0.24253562503633297,,0.07880331930951959,0.13070994688326168,0.2085698882438748,0.28642982960448793,-0.1807298185591908,
R1224s3,999,0.705,0.6013,0.668,,0.6953,,,,0.724,5.203,,1.0,0.41194673317258707,-0.412335297831897,0.09532187417713409,,0.028033486718904415,,,,0.6653479257392169,-0.8422338876264366,,-4.123105625617661,,0.031644436505941384,0.06967466617260595,0.1267200106726028,0.18376535517259968,-0.15850671182738146,
R1224s3,AF3-server - S 304,0.721,0.635,0.67,0.87,0.719,0.87,0.98,0.6,0.721,4.49,7.26,0.0,0.5869329561131549,0.4187472103580003,0.12981019046232822,0.6549947605402737,0.5291924788165251,0.7116395633796646,0.30772872744833457,0.5807069687674381,0.6133749350586728,-0.16566331748919153,-0.07820131886504933,0.24253562503633297,0.33488190231789033,0.3784967856444944,0.3993404026913605,0.43060582826165955,0.4618712538319586,0.2742787004101642,0.2446657215255411
R1224s3,B-LAB - 231,0.621,0.595,0.64,0.85,0.665,0.84,0.95,0.6,0.621,4.27,0.0,0.0,-0.5067309372653926,-0.5677008705795623,-0.3875145538155839,0.18714136015436392,-0.6126887690008399,-2.633595428327664e-15,-0.7385489458759945,0.5807069687674381,-1.1190580876261291,0.0430961852179534,0.6854787396902561,0.24253562503633297,-0.37777150409149796,-0.4873154538868463,-0.4892570022247009,-0.4921693247314829,-0.49508164723826487,-0.47760771219757314,0.11511877268615867
R1224s3,BRIQX - 238,0.618,0.563,0.62,0.86,0.602,0.86,0.98,0.6,0.691,5.17,15.99,0.0,-0.539540854066749,-1.3568593353296123,-0.7323977166675254,0.4210680603473188,-1.944883558121102,0.4744263755864422,0.30772872744833457,0.5807069687674381,0.09364502825323161,-0.8109199622203647,-0.9965108107641976,0.24253562503633297,-0.7151224488209935,-0.8762659686879621,-0.8425934572258409,-0.7920846900326589,-0.7415759228394769,-1.0446285259985688,-0.19492595093652293
R1224s3,Bhattacharya - 369,0.72,0.596,0.65,0.86,0.686,0.86,0.98,0.6,0.72,5.22,2.18,0.0,0.5759963171793694,-0.5430396685561232,-0.2150729723896132,0.4210680603473188,-0.16862383929408595,0.4744263755864422,0.30772872744833457,0.5807069687674381,0.5960506048318247,-0.8583653037447154,0.4561643419422442,0.24253562503633297,-0.08755068533933216,-0.06070544125545563,0.002964734588026874,0.0984699983532506,0.19397526211847432,-0.3790563204728682,-0.2186486216986983
R1224s3,CSSB_experimental - 286,0.691,0.657,0.71,0.86,0.729,0.86,0.98,0.6,0.691,2.89,0.0,0.0,0.25883378809959023,0.9612936548736597,0.8195765161662092,0.4210680603473188,0.7406519691530746,0.4744263755864422,0.30772872744833457,0.5807069687674381,0.09364502825323161,1.35258761129004,0.6854787396902561,0.24253562503633297,0.7150857547292131,0.679901319713153,0.6377945665517968,0.5746344368097623,0.5114743070677279,0.8904350855199344,0.8868278358186794
R1224s3,CoDock - 262,0.643,0.638,0.67,0.84,0.663,0.83,0.95,0.6,0.643,2.87,0.36,0.0,-0.2661248807221119,0.49273081642831745,0.12981019046232822,-0.04678534003859098,-0.6549806670681498,-0.23721318779322503,-0.7385489458759945,0.5807069687674381,-0.7379228226354724,1.3715657478997805,0.6476103070346211,0.24253562503633297,0.16339267421550907,0.11880537538951128,0.08031234977834896,0.022572811361605466,-0.03516672705513796,0.3112705034453228,0.6623902039305948
R1224s3,Diff - 033,0.727,0.677,0.73,0.86,0.758,0.86,1.0,0.47,0.727,3.37,6.18,0.0,0.6525527897158677,1.454517695342441,1.1644596790181507,0.4210680603473188,1.3538844911290682,0.4744263755864422,1.0052471763312207,-0.4526423140582711,0.717320916419761,0.8971123326562706,0.03540397910185563,0.24253562503633297,1.0182414118079035,1.0905100546921531,1.0467143281945246,0.9810207384480818,0.915327148701639,1.3094886871802958,0.6590901965017947
R1224s3,GeneSilico - 338,0.644,0.608,0.65,0.87,0.664,0.87,0.98,0.6,0.656,4.48,0.0,0.0,-0.2551882417883264,-0.24710524427485445,-0.2150729723896132,0.6549947605402737,-0.6338347180344949,0.7116395633796646,0.30772872744833457,0.5807069687674381,-0.5127065296864478,-0.15617424918432155,0.6854787396902561,0.24253562503633297,-0.07915014839057297,-0.23912215281759802,-0.24072876171467084,-0.2431386750602801,-0.24554858840588936,-0.23108910833223384,0.2494102556779761
R1224s3,GeneSilicoRNA-server - S 306,0.116,0.598,0.65,0.81,0.667,0.79,0.93,0.52,0.631,4.13,89.26,7.0,-6.029733598827058,-0.4937172645092451,-0.2150729723896132,-0.7485654406174531,-0.57039687093353,-1.186065938966112,-1.4360673947588767,-0.05520028220222874,-0.9458147853576488,0.17594314148613585,-8.703788757093019,-30.316953129541623,-1.1733766703042585,-2.2461746119086388,-2.624530510600481,-3.192064358638244,-3.7595982066760065,-0.35439511844942917,-0.2863111495656586
R1224s3,GromihaLab - 272,0.723,0.646,0.71,0.87,0.743,0.86,0.98,0.6,0.724,3.48,6.54,0.0,0.6088062339807259,0.69002043261583,0.8195765161662092,0.6549947605402737,1.036695255624244,0.4744263755864422,0.30772872744833457,0.5807069687674381,0.6653479257392169,0.7927325813026985,-0.0024644535537793884,0.24253562503633297,0.668036447582801,0.706134394254255,0.6964015782269021,0.6818023541858728,0.6672031301448433,0.7547984743910197,0.7238636709214861
R1224s3,GuangzhouRNA-human - 183,0.715,0.635,0.67,0.86,0.716,0.86,0.98,0.67,0.715,2.94,10.17,0.0,0.5213131225104419,0.4187472103580003,0.12981019046232822,0.4210680603473188,0.4657546317155603,0.4744263755864422,0.30772872744833457,1.1371258133658975,0.5094289536975846,1.3051422697656891,-0.3843044828314321,0.24253562503633297,0.2671392201264364,0.3566235077769234,0.37309246925027534,0.3977959114603031,0.42249935367033087,0.2742787004101642,0.863105165056504
R1224s3,GuangzhouRNA-meta - 417,0.732,0.669,0.72,0.86,0.752,0.86,0.98,0.73,0.732,3.27,1.45,0.0,0.7072359843847952,1.2572280791549284,0.99201809759218,0.4210680603473188,1.2270087969271386,0.4744263755864422,0.30772872744833457,1.6140562515931474,0.8039425675540012,0.9920030157049726,0.5329531081606153,0.24253562503633297,0.947287813083419,0.9854940537106345,0.9576682467780506,0.9159295363791746,0.8741908259802988,1.1246230883735542,0.7065355380261458
R1224s3,GuangzhouRNA_AI - 317,0.625,0.604,0.66,0.85,0.691,0.85,0.96,0.51,0.687,4.59,25.44,0.0,-0.4629843815302506,-0.34575005236861067,-0.0426313909636425,0.18714136015436392,-0.06289409412581352,0.23721318779321976,-0.3897897214345515,-0.13468868857343722,0.02434770734584137,-0.2605540005378932,-1.9905571679746161,0.24253562503633297,-0.26890411167111006,-0.2837886082875013,-0.3017081856117762,-0.3285875515981886,-0.355466917584601,-0.19419072166612658,-0.03670632019176463
R1224s3,KiharaLab - 294,0.72,0.646,0.69,0.87,0.724,0.88,0.98,0.47,0.72,3.88,4.0,0.0,0.5759963171793694,0.69002043261583,0.47469335331426776,0.6549947605402737,0.6349222239847999,0.9488527511728869,0.30772872744833457,-0.4526423140582711,0.5960506048318247,0.4131698491078908,0.26471837684986743,0.24253562503633297,0.5666784640523672,0.580236701036489,0.5798126626507771,0.5791766050722091,0.5785405474936411,0.5823568929650489,0.5340823048240823
R1224s3,LCBio - 189,0.578,0.645,0.68,0.8,0.658,0.76,0.95,0.67,0.642,3.04,3.27,0.0,-0.9770064114181685,0.6653592305923909,0.30225177188829894,-0.9824921408104079,-0.7607104122364245,-1.8977055023457792,-0.7385489458759945,1.1371258133658975,-0.7552471528623204,1.2102515867169872,0.3415071430682384,0.24253562503633297,0.13377851770682544,-0.0031318029791594926,-0.10051926382306048,-0.24660045508891176,-0.3926816463547631,0.48380550124034494,0.11387972295328963
R1224s3,MIEnsembles-Server - S 110,0.721,0.611,0.67,0.85,0.699,0.85,0.98,0.42,0.721,5.1,3.63,0.0,0.5869329561131549,-0.17312163820453724,0.12981019046232822,0.18714136015436392,0.1062734981434261,0.23721318779321976,0.30772872744833457,-0.850084345914313,0.6133749350586728,-0.744496484086273,0.3036387104126034,0.24253562503633297,0.11093061352194353,0.18120716945698195,0.22177974812259926,0.2826386161210252,0.34349748411945114,-0.02165572387110451,-0.27867756196595456
R1224s3,NKRNA-s - S 028,0.722,0.601,0.66,0.86,0.689,0.86,0.98,0.45,0.722,5.11,4.36,0.0,0.5978695950469404,-0.4197336584389279,-0.0426313909636425,0.4210680603473188,-0.10518599219312343,0.4744263755864422,0.30772872744833457,-0.6116191268006875,0.6306992652855208,-0.7539855523911438,0.2268499441942324,0.24253562503633297,-0.003746605413899158,0.04516818188145663,0.10043832319800503,0.1833435351728276,0.2662487471476501,-0.2311825247012852,-0.16645874602191252
R1224s3,OpenComplex - 167,0.721,0.65,0.7,0.87,0.733,0.87,0.98,0.57,0.721,4.69,2.91,0.0,0.5869329561131549,0.7886652407095862,0.6471349347402384,0.6549947605402737,0.8252357652876945,0.7116395633796646,0.30772872744833457,0.3422417496538127,0.6133749350586728,-0.35544468358659564,0.3793755757238733,0.24253562503633297,0.6687609017434659,0.6742443771876597,0.6655132350802093,0.6524165219190337,0.6393198087578578,0.7179000877249123,0.14977503847683904
R1224s3,OpenComplex_Server - S 450,0.72,0.601,0.66,0.85,0.69,0.86,0.98,0.42,0.72,5.23,4.36,0.0,0.5759963171793694,-0.4197336584389279,-0.0426313909636425,0.18714136015436392,-0.08404004315946847,0.4744263755864422,0.30772872744833457,-0.850084345914313,0.5960506048318247,-0.8678543720495863,0.2268499441942324,0.24253562503633297,-0.03731852549473053,0.03787708925893299,0.09168901205097665,0.1724068962390421,0.2531247804271075,-0.2311825247012852,-0.3403565059476112
R1224s3,RNAFOLDX - 435,0.721,0.597,0.67,0.86,0.686,0.86,0.98,0.45,0.721,5.21,4.36,0.0,0.5869329561131549,-0.5183784665326842,0.12981019046232822,0.4210680603473188,-0.16862383929408595,0.4744263755864422,0.30772872744833457,-0.6116191268006875,0.6133749350586728,-0.8488762354398455,0.2268499441942324,0.24253562503633297,0.01868677775181634,0.0661215600142663,0.1182026996241552,0.19632440903898846,0.2744461184538217,-0.19428413803517797,-0.21390408754626333
R1224s3,RNA_Dojo - 006,0.528,0.339,0.41,0.76,0.382,0.74,0.96,0.4,0.531,7.33,3.63,0.0,-1.5238383581074417,-6.880968588579956,-4.353670926612907,-1.9181989415822276,-6.596992345525186,-2.372131877932224,-0.3897897214345515,-1.0090611586567295,-2.6782478080424506,-2.8605587160723274,0.3036387104126034,0.24253562503633297,-4.294132456232989,-4.252825957766768,-3.9799271978008357,-3.570579057851937,-3.161230917903038,-5.617319757596432,-2.3893788288272777
R1224s3,RNApolis - 063,0.654,0.522,0.59,0.8,0.585,0.78,1.0,0.22,0.654,3.96,13.08,0.0,-0.14582185245047152,-2.367968618290611,-1.2497224609454376,-0.9824921408104079,-2.304364691693236,-1.4232791267593343,1.0052471763312207,-2.439852473338481,-0.5473551901401439,0.3372573026689291,-0.6904076467978149,0.24253562503633297,-1.4546619133473195,-1.2545043105621734,-1.143636064751003,-0.9773336960342479,-0.8110313273174927,-1.8088455396180243,-0.3226174190707394
R1224s3,SimRNA-server - S 094,0.054,0.234,0.23,0.65,0.258,0.68,0.67,0.22,0.416,18.86,119.23,5.0,-6.707805212721757,-9.470394801041056,-7.457619392280377,-4.491392643704729,-9.219090025698398,-3.7954110046915557,-10.503807230236388,-2.439852473338481,-4.670545784129974,-13.801454471587663,-11.85633577567463,-21.585670628233636,-7.775941682559367,-7.878606468681062,-7.761526343085134,-7.585906154691237,-7.410285966297341,-8.464007096660717,-9.146423557646196
R1224s3,SoutheRNA - 156,0.47,0.333,0.33,0.68,0.351,0.69,0.83,0.3,0.487,15.43,5.45,0.0,-2.158163416267,-7.02893580072059,-5.733203578020672,-3.7896125431258643,-7.25251676556849,-3.558197816898336,-4.923659639173307,-1.8039452223688137,-3.4405183380237645,-10.546704043017186,0.11219274532022651,0.24253562503633297,-5.148463424280772,-4.973434265002754,-4.691907180129179,-4.269616552818816,-3.8473259255084526,-6.381069689370631,-7.168158293071525
R1224s3,Vfold - 481,0.712,0.648,0.69,0.89,0.708,0.88,1.0,0.67,0.712,3.5,0.0,0.0,0.48850320570908545,0.7393428366627081,0.47469335331426776,1.1228481609261836,0.29658703944632064,0.9488527511728869,1.0052471763312207,1.1371258133658975,0.4574559630170404,0.7737544446929582,0.6854787396902561,0.24253562503633297,0.6593399737927497,0.5675131318953537,0.5596121392767269,0.5477606503487866,0.5359091614208464,0.6070180949884879,0.9483013028095708
R1224s3,Yang-Multimer - S 456,0.65,0.623,0.67,0.84,0.695,0.83,0.98,0.63,0.65,3.38,0.36,0.0,-0.1895684081856135,0.12281278607673152,0.12981019046232822,-0.04678534003859098,0.021689702008806287,-0.23721318779322503,0.30772872744833457,0.8191721878810635,-0.616652511047536,0.8876232643514006,0.6476103070346211,0.24253562503633297,0.05524545304680578,0.02101818945114875,-4.0470312527476904e-05,-0.03162845995804181,-0.06321644960355614,0.12631148826952987,0.4204189621564048
R1224s3,Yang-Server - S 052,0.722,0.637,0.69,0.87,0.721,0.87,0.98,0.57,0.723,3.38,3.27,0.0,0.5978695950469404,0.46806961440487843,0.47469335331426776,0.6549947605402737,0.571484376883835,0.7116395633796646,0.30772872744833457,0.3422417496538127,0.6480235955123689,0.8876232643514006,0.3415071430682384,0.24253562503633297,0.5055905456686489,0.5135441875886955,0.52197672833452,0.5346255394532567,0.5472743505719935,0.4713814838595731,0.7713090124458372
R1224s3,Zheng - 462,0.648,0.607,0.65,0.84,0.695,0.84,0.95,0.73,0.648,4.13,1.45,0.0,-0.21144168605318445,-0.2717664462982935,-0.2150729723896132,-0.04678534003859098,0.021689702008806287,-2.633595428327664e-15,-0.7385489458759945,1.6140562515931474,-0.6513011715012321,0.17594314148613585,0.5329531081606153,0.24253562503633297,-0.20512786115839549,-0.23276036824703036,-0.2306285000276458,-0.22743069769856888,-0.224232895369492,-0.24341970934395335,0.06457890072377244
R1224s3,dNAfold - 448,0.57,0.654,0.7,0.86,0.736,0.85,0.98,0.55,0.71,2.62,12.35,0.0,-1.0644995228884524,0.8873100488033425,0.6471349347402384,0.4210680603473188,0.8886736123886593,0.23721318779321976,0.30772872744833457,0.18326493691139667,0.4228073025633443,1.6087924555215354,-0.6136188805794439,0.24253562503633297,0.565831174830073,0.15664848688504285,0.034533685907693346,-0.14863851555833096,-0.3318107170243553,0.7672224917717905,1.014930257934427
R1224s3,dfr - 165,0.665,0.577,0.64,0.86,0.679,0.86,0.98,0.73,0.692,5.02,1.82,0.0,-0.02551882417883118,-1.0116025070014654,-0.3875145538155839,0.4210680603473188,-0.3166454825296706,0.4744263755864422,0.30772872744833457,1.6140562515931474,0.11096935848007965,-0.6685839376473114,0.49403277459787925,0.24253562503633297,-0.3586982783691017,-0.47487862833196015,-0.42994264791664727,-0.36253867729367795,-0.2951347066707086,-0.6995585304085247,-0.12375793864999629
R1224s3,elofsson - 241,0.723,0.65,0.69,0.86,0.72,0.87,0.98,0.51,0.727,4.55,7.63,0.0,0.6088062339807259,0.7886652407095862,0.47469335331426776,0.4210680603473188,0.5503384278501801,0.7116395633796646,0.30772872744833457,-0.13468868857343722,0.717320916419761,-0.22259772731841235,-0.11712165242778529,0.24253562503633297,0.5536580157348542,0.6240549426681932,0.6225300717994465,0.6202427654963264,0.6179554591932064,0.6316792970119269,0.09923516651445323
R1224s3,falcon2 - S 208,0.721,0.602,0.67,0.85,0.693,0.85,0.98,0.45,0.721,5.25,4.72,0.0,0.5869329561131549,-0.3950724564154888,0.12981019046232822,0.18714136015436392,-0.02060219605850362,0.23721318779321976,0.30772872744833457,-0.6116191268006875,0.6133749350586728,-0.8868325086593263,0.1889815115385975,0.24253562503633297,0.027392240878792523,0.10722356338666476,0.15519450265931378,0.2271509115682873,0.2991073204772608,-0.1326311329765803,-0.3498455742524812
R1224s3,isyslab-hust - 235,0.723,0.598,0.65,0.84,0.691,0.83,0.98,0.42,0.723,5.3,0.0,0.0,0.6088062339807259,-0.4937172645092451,-0.2150729723896132,-0.04678534003859098,-0.06289409412581352,-0.23721318779322503,0.30772872744833457,-0.850084345914313,0.6480235955123689,-0.934277850183677,0.6854787396902561,0.24253562503633297,-0.10398540205787585,-0.0333280009727108,0.030885422522632905,0.12720555776564835,0.22352569300866387,-0.35439511844942917,-0.49053159511113403
R1224s3,kiharalab_server - S 267,0.127,0.488,0.52,0.72,0.531,0.78,0.6,0.52,0.563,6.46,52.61,5.0,-5.909430570555418,-3.2064494870875393,-2.4568135309272305,-2.8539057423540473,-3.446245939510601,-1.4232791267593343,-12.945121801326488,-0.05520028220222874,-2.1238692407833155,-2.03500977354862,-4.848571932567956,-21.585670628233636,-2.914023873277756,-3.857564529523396,-4.062751133626598,-4.370531039781402,-4.678310945936206,-2.831631509007385,-2.4444577579513336
R1224s3,thermomaps - 169,0.274,0.196,0.2,0.45,0.294,0.52,0.37,0.0,0.285,20.27,1.09,1.0,-4.3017446472889525,-10.407520477931739,-7.974944136558289,-9.169926647563823,-8.45783586048682,-7.590822009383111,-20.96658396347967,-4.188597413505065,-6.940033043847065,-15.13941310257436,0.5708215408162503,-4.123105625617661,-8.093664704521682,-7.561403087259659,-7.235437243262589,-6.746488477266983,-6.257539711271377,-9.191232307245013,-12.154669875069093
R1241,405 - 325,0.804,0.876,0.73,0.89,0.873,0.88,0.98,0.8,0.817,7.08,15.25,6.0,0.530503329310903,0.20537078463295674,0.3605887629455119,0.42459863730051894,0.20178446647560735,0.4010283306386248,0.48020714636110934,0.48828730370931345,0.5230835067540128,0.2807333249424663,-0.8062233824344743,-0.4005896359489773,0.23992816866343314,0.36548762562979054,0.3819891959979018,0.4067415515500687,0.43149390710223556,0.28297977378923433,0.3526659811214926
R1241,406 - 159,0.804,0.876,0.73,0.89,0.873,0.88,0.98,0.8,0.817,7.08,15.25,6.0,0.530503329310903,0.20537078463295674,0.3605887629455119,0.42459863730051894,0.20178446647560735,0.4010283306386248,0.48020714636110934,0.48828730370931345,0.5230835067540128,0.2807333249424663,-0.8062233824344743,-0.4005896359489773,0.23992816866343314,0.36548762562979054,0.3819891959979018,0.4067415515500687,0.43149390710223556,0.28297977378923433,0.3526659811214926
R1241,998,0.815,0.8811,0.731,,0.8748,,,,0.82,6.761,,4.0,0.6016188522164377,0.26247848961182624,0.3678050483828204,,0.22271887798316348,,,,0.5472805669303888,0.32114199426770407,,-0.0924437621420717,,0.4106341300703614,0.4297326022849691,0.45838031060688056,0.487028018928792,0.3151417689973233,
R1241,999,0.401,0.1927,0.104,,0.2165,,,,0.423,47.367,,27.0,-2.0749108280464372,-7.44594192361441,-4.156805920809643,,-7.433460619474618,,,,-2.654797063076711,-4.822539593884662,,-3.6361213109214865,,-4.559219557490163,-4.310788684545791,-3.9381423751292317,-3.565496065712673,-5.801373922212027,
R1241,AF3-server - S 304,0.81,0.884,0.74,0.9,0.882,0.89,0.98,0.81,0.818,6.79,12.41,6.0,0.5692936145321043,0.2949514983253012,0.43275161731859746,0.6010552138409946,0.30645652401338663,0.598457662645332,0.48020714636110934,0.5688547088213503,0.5311491934794715,0.31746847887450064,-0.46106801690006216,-0.4005896359489773,0.3456709213880193,0.43233224339200094,0.4460283805060113,0.4665725861770268,0.4871167918480423,0.36385155782194933,0.4592618463577476
R1241,B-LAB - 231,0.505,0.774,0.36,0.72,0.77,0.74,0.85,0.47,0.505,8.42,1.55,0.0,-1.4025458842122849,-0.9367833149444341,-2.3094368488586534,-2.575163163887565,-0.9961290809011986,-2.362982317455273,-2.0631121843662483,-2.170437064987901,-1.9934107515890982,0.11099157918754901,0.8587866555308238,0.5238479854717395,-1.5815795727413766,-1.5495886826717906,-1.5348844028258402,-1.5128279830569142,-1.4907715632879885,-1.6231100819015438,-1.2320857923500081
R1241,BRIQX - 238,0.766,0.879,0.72,0.89,0.874,0.88,0.97,0.79,0.802,7.13,11.7,0.0,0.2848315229099626,0.23896355226758592,0.2884259085724263,0.42459863730051894,0.21341469509091618,0.4010283306386248,0.2845671978436201,0.4077198985972766,0.40209820587213324,0.2743996777128052,-0.374779175516459,0.5238479854717395,0.24790199438354732,0.27074032791665825,0.27214944741598873,0.27426312666498437,0.27637680591398,0.26369473042000613,0.34949915750666205
R1241,Bhattacharya - 369,0.807,0.88,0.71,0.89,0.877,0.88,0.98,0.81,0.817,6.53,13.7,4.0,0.5498984719215037,0.250161141479129,0.21626305419934067,0.42459863730051894,0.2483053809368426,0.4010283306386248,0.48020714636110934,0.5688547088213503,0.5230835067540128,0.3504034444687383,-0.6178463343435098,-0.0924437621420717,0.22244780537101383,0.33877422253332445,0.3598866474721424,0.3915552848803692,0.42322392228859607,0.23321209783923483,0.3875010408846286
R1241,CSSB_experimental - 286,0.709,0.878,0.66,0.87,0.876,0.86,0.97,0.76,0.707,6.52,0.06,0.0,-0.08367618669144808,0.22776596305604288,-0.14455121766608658,0.07168548421956762,0.23667515232153377,0.006169666625210556,0.2845671978436201,0.166017683261166,-0.36414203304644305,0.3516701739146706,1.0398716888569766,0.5238479854717395,0.07783715393137404,-0.0001538137671639253,-0.008506051059592339,-0.021034406998234965,-0.03356276293687759,0.04160737269497815,0.2116778290671191
R1241,Diff - 033,0.813,0.876,0.74,0.89,0.873,0.88,0.98,0.81,0.819,7.02,13.89,6.0,0.5886887571427041,0.20537078463295674,0.43275161731859746,0.42459863730051894,0.20178446647560735,0.4010283306386248,0.48020714636110934,0.5688547088213503,0.5392148802049301,0.28833370161805966,-0.6409377144320798,-0.4005896359489773,0.2797726808026925,0.40893705303141936,0.42691222344254787,0.45387497905924057,0.48083773467593327,0.3190612009757771,0.35646616945928933
R1241,GeneSilico - 338,0.786,0.961,0.81,0.88,0.961,0.87,0.96,0.8,0.801,2.33,2.13,0.0,0.4141324736472997,1.1571658676141157,0.9378915979301967,0.2481420607600433,1.225244584622781,0.20359899863191766,0.08892724932613087,0.48828730370931345,0.39403251914667453,0.8824298117602701,0.7882971794709791,0.5238479854717395,0.8443157426256921,0.8363966463972039,0.7941702291222136,0.7308306032097279,0.6674909772972423,1.047528732772156,0.5652859362601568
R1241,GromihaLab - 272,0.81,0.871,0.73,0.9,0.867,0.89,0.98,0.8,0.821,7.38,0.9,0.0,0.5692936145321043,0.14938283857524146,0.3605887629455119,0.6010552138409946,0.13200309478375452,0.598457662645332,0.48020714636110934,0.48828730370931345,0.5553462536558476,0.24273144156449974,0.9377834821496153,0.5238479854717395,0.3926893407898243,0.3597550720176192,0.3807089262690677,0.41213970764624047,0.44357048902341323,0.2549858007603767,0.4218933277027472
R1241,GuangzhouRNA-human - 183,0.803,0.907,0.74,0.89,0.914,0.88,0.97,0.8,0.817,5.43,11.89,1.0,0.5240382817740362,0.5524960501907916,0.43275161731859746,0.42459863730051894,0.6786238397032684,0.4010283306386248,0.2845671978436201,0.48828730370931345,0.5230835067540128,0.4897436835212824,-0.397870555605029,0.3697750485682867,0.41372027754286045,0.5030953164278085,0.5051896129624313,0.5083310577643654,0.5114725025662996,0.49262383375469454,0.45717116041090067
R1241,GuangzhouRNA-meta - 417,0.813,0.88,0.72,0.9,0.875,0.89,0.98,0.81,0.821,6.64,10.99,4.0,0.5886887571427041,0.250161141479129,0.2884259085724263,0.6010552138409946,0.22504492370622498,0.598457662645332,0.48020714636110934,0.5688547088213503,0.5553462536558476,0.33646942056348395,-0.2884903341328561,-0.0924437621420717,0.300038338943219,0.37575860239808645,0.39705161787254817,0.42899114108424086,0.4609306642959335,0.26929352502577764,0.46876231720223926
R1241,GuangzhouRNA_AI - 317,0.809,0.903,0.74,0.9,0.907,0.89,0.97,0.81,0.816,5.76,12.28,3.0,0.5628285669952373,0.5077056933446193,0.43275161731859746,0.6010552138409946,0.5972122393961068,0.598457662645332,0.2845671978436201,0.5688547088213503,0.5150178200285541,0.44794161180551917,-0.44526865157630374,0.061629174761381106,0.4158891784900739,0.501095292552818,0.50726861999706,0.5165286111634229,0.5257886023297857,0.4702286553316084,0.5244984128232568
