frame,rmsd
1,2.836515791667896
2,2.599000358484373
3,2.8419171311814035
4,2.607795058547502
5,2.733728429259143
6,2.7864151515608446
7,3.354633236037014
8,3.707181415975689
9,4.1356806389501495
10,3.362509288884349
11,3.8181774007242746
12,4.154693170711669
13,4.754554769115531
14,5.09325035280224
15,5.404699301261801
16,5.291977117126706
17,5.7604441731553475
18,5.543916148337498
19,5.672714467178731
20,5.749240674148865
21,5.8005947062347385
22,5.701727197167694
23,5.411912102395071
24,5.057321257735337
25,4.995401717585837
26,4.619360554189518
27,5.156020805285091
28,5.58024493042506
29,5.5498466380247375
30,4.709041239760502
31,5.060973582106518
32,5.419865052298943
33,5.743908546261289
34,5.573683138961558
35,5.227765350219654
36,5.581370202508755
37,5.1342461690026475
38,5.591710300648101
39,5.371848216490885
40,5.3081675781771285
41,4.983924874670388
42,4.688140685963937
43,4.741617955238591
44,4.667457342019629
45,4.86318869390243
46,4.771681029714295
47,4.775455423236378
48,4.893650424034749
49,4.749808887503905
50,4.735813450898317
51,4.932934944237649
52,4.857799419074947
53,4.809012693778563
54,5.005911687648409
55,5.261843606598864
56,5.255030199392258
57,5.029460544681421
58,4.592891694992617
59,4.289517899758851
60,4.29976235035729
61,4.857691317568266
62,4.706707465047941
63,4.1106910647106645
64,4.415028541954534
65,4.127478471273115
66,4.359392747812447
67,5.05971329977858
68,5.389219007780049
69,5.211854332418271
70,5.008271760147711
71,4.7868421758138116
72,4.444390066711102
73,4.249300311836548
74,4.278116119624001
75,4.061327534332467
76,3.816404209658215
77,3.8699472113686766
78,3.890437062878268
79,4.268699087564472
80,4.602399167860045
81,4.589174888847169
82,5.096901018529233
83,4.401335552874955
84,4.4932681809478
85,4.591476456472676
86,4.515046197309587
87,4.818865923086519
88,4.793675594053455
89,4.7534492924652865
90,4.568947168124564
91,4.536369337090932
92,4.4311012940421595
93,4.199006935451143
94,4.491564012343905
95,4.670479397107386
96,4.946115898947698
97,5.080012137887839
98,4.625513302104879
99,5.000249725703149
100,4.9878640471792215
101,5.19163175178245
102,5.498446515669537
103,5.169987165756339
104,5.0355761460018895
105,5.096322007067569
106,5.218095190835711
107,5.7143401842873045
108,5.4641063955594635
109,5.039679756420979
110,4.728946567748445
111,4.939295444649757
112,4.538341716391479
113,4.590289820708438
114,4.421235985111554
115,4.55230750756794
116,5.149954657967724
117,4.78298231026549
118,4.795407287492473
119,4.85948881073427
120,5.02998778582734
121,5.120902532673248
122,5.405085937424415
123,5.2091292964806035
124,5.339617408293884
125,5.180967537403993
126,5.223367654094447
127,4.37568418918795
128,4.442516711633981
129,4.609771499110899
130,4.321661771406994
131,4.757818515306522
132,4.293981360842167
133,4.4797479996697795
134,4.923341922943249
135,4.659126726344781
136,4.55735071883922
137,4.528189328846845
138,4.641645912232012
139,4.763918757004984
140,4.821668079855853
141,5.066113132539892
142,4.881447397960126
143,4.734032463132193
144,5.127817675162869
145,5.074410962448229
146,4.771283546855092
147,4.53408528453479
148,4.375919510942542
149,4.332002472368143
150,4.495476183032244
151,4.882672862837623
152,4.986020051866441
153,5.208671743943161
154,5.123933209100379
155,4.99317049041855
