frame,rmsd
1,2.9858248708984716
2,2.9655282325296843
3,3.3508142471861806
4,3.435055379355735
5,3.839087171714883
6,4.83876231870173
7,3.931265858736301
8,4.565605649580414
9,4.7090628570468
10,4.091156602244451
11,4.444876326440672
12,4.233912442920795
13,3.934965074911975
14,4.144770157816034
15,4.044612350106985
16,4.011881179737616
17,4.053865379231093
18,3.612409289183485
19,3.443763573207532
20,3.0683470431195166
21,3.4372877347422324
22,3.7765500568183055
23,3.630631664266407
24,3.735956471279923
25,4.194044655377667
26,4.19880152854476
27,4.203003334887859
28,4.135062904856318
29,4.028789995995998
30,4.1656328386317245
31,3.844447619438336
32,3.7656740022931774
33,3.4648309633672025
34,3.7028379657521233
35,3.4681829999420595
36,3.6199584781751946
37,3.714358375352958
38,3.9472129421709328
39,4.138834095354411
40,4.141285469748829
41,4.336605127698852
42,4.053219392968677
43,4.302219022708251
44,4.433571803876005
45,4.5642139109241375
46,4.319783688088718
47,4.485840128724115
48,4.460057593674861
49,5.0303258598698495
50,4.555908411313952
51,4.509351439366416
52,4.152252988012476
53,4.495329615192428
54,4.392166097242699
55,4.289441438429413
56,4.022073839629238
57,4.459660684210361
58,4.074853090599253
59,4.206382109594839
60,4.0228010069599165
61,3.863535558632706
62,3.992072169688778
63,3.8792823160234082
64,4.1827372608423445
65,4.179772999664705
66,4.105200303257524
67,3.6712129005681136
68,3.654182527754206
69,3.8018885979784027
70,3.672426876557739
71,4.022055044878926
72,3.9124800652252816
73,3.6934457460845946
74,4.167633992785309
75,4.307790554717712
76,4.011441620305806
77,4.14587411574617
78,4.4175983170050825
79,4.604128316726621
80,4.477142020077565
81,4.204085079399802
82,4.62808149827808
83,4.535355410018179
84,5.021296181823504
85,5.183360197737241
86,5.150431250723217
87,4.74784309253175
88,4.525672338561993
89,3.922941222836115
90,4.058447992016576
91,4.436611409268586
92,3.829326271819198
93,3.514842288836586
94,3.6016130935301502
95,4.075751761433309
96,4.037842668019278
97,3.8523296715445845
98,4.671725574726328
99,4.405324131337182
100,4.281489945712411
101,4.591159525771531
102,4.353204892312908
103,4.206664182625412
104,4.182307616952857
105,4.160740205859659
106,4.37622597328277
107,4.539705477276461
108,4.604687600580385
109,4.756042765783771
110,4.339595476989315
111,3.810988799982282
112,3.772670496364945
113,3.6487823746499513
114,4.0608471934871275
115,3.9348403047333176
116,4.178214631683387
117,3.973450129862312
118,3.669196482624353
119,3.864476494682563
120,3.6848159918815537
121,4.337324544351773
122,4.170898055988711
123,4.377287881947842
124,3.9554582555276054
125,4.268862937742675
126,4.584047927892989
127,4.726618862153537
128,4.217285666661225
129,4.303903758826037
130,4.776078207309734
131,4.925015507204657
132,4.579149473288778
133,4.467368976829885
134,4.453427918741283
135,4.7592157338372
136,4.849875757577461
137,5.021300481403574
138,4.936573941008754
139,5.187153078082207
140,4.922128522564493
141,4.94433997939463
142,4.22169078910079
143,4.3857785614277365
144,4.364985286078353
145,4.401113122121286
146,3.9863077885415175
147,4.325824429372296
148,4.132660272077535
149,4.1160668693329505
150,4.379869849783775
151,4.483001975724589
152,4.587841901199117
153,4.610220099232392
154,5.098596221029458
155,4.8876318470193665
156,4.992932085268001
157,4.53556900509899
158,4.7349659173880125
159,4.454674659685751
160,4.17996296288532
161,4.098548884650616
162,4.156248459235342
163,3.955149111009164
164,4.25096667959901
165,3.8830701907464937
166,4.4264130948295
167,4.370132570888784
168,4.709116437435543
169,4.26593627738004
170,3.9247583508689594
171,4.017546102227339
172,4.364320706251235
173,4.482108579257673
174,4.0638354262883825
175,4.291716197811001
176,4.879521124543706
177,4.705369724466285
178,4.29953453522894
179,5.048079767965223
180,5.080730793068222
181,5.311232462028801
182,4.799218872901999
183,4.994250889967943
184,4.403963958203032
185,4.523211716391954
186,4.421498453625304
187,4.617212801057076
188,4.109049716365557
189,4.500065882535312
190,4.299699792068277
191,4.2351345218800445
192,4.431439021146463
193,4.036664289549833
194,4.233021727980597
195,4.316155601147062
196,4.136271299323768
197,4.36122509937718
198,4.742212565401949
199,4.245248719833265
200,4.666115056344069
201,4.593581972278351
202,4.77119244083232
203,4.763504506743236
204,4.957843797060328
205,4.871062406983645
206,4.979845443870587
207,4.738271602863574
208,4.794684409844459
209,4.715441381234961
210,4.835064062179658
211,5.834325538945492
212,5.47884454016388
213,4.699347922110894
214,4.721503590389667
215,4.712563871446328
216,4.486944673330788
217,4.69977777900936
218,4.677246734692795
219,4.918523439287426
220,5.144995785923449
221,4.921910147378823
222,4.894849302404346
223,5.25636115246163
224,5.199911316194577
225,5.29331074986132
226,5.484276913519619
227,5.4214252826986185
228,5.03271437304508
229,5.008151478431311
230,4.696941509112836
231,4.77508286970275
232,5.06825116770952
233,4.7957764385348725
234,4.532971126084348
235,4.646849888042129
236,4.687386614949227
237,4.909296097863013
238,5.004684221301684
239,5.572690355331107
240,5.729874878782605
241,5.384813672626074
242,5.329261660757475
243,5.7173763083976015
244,5.787787445944742
245,6.430109641582958
246,5.857760513886831
247,5.760894354823088
248,5.894703467453279
249,5.923123143115733
250,5.581336335684523
251,5.238350961621642
252,4.714017948778493
253,4.604755390433143
254,4.420500376071499
255,4.537728386019612
256,4.450825006452552
257,4.319979140414896
258,4.433329257104319
259,4.522301583701697
260,4.161793031228223
261,4.215445598406625
262,4.299194987764531
263,4.841489267230686
264,4.643639208315655
265,4.757852445961243
266,4.572828965244479
267,4.260305755936668
268,4.149085406038349
269,4.186235630412348
270,4.093156362918156
271,4.049975874116851
272,4.292985036177621
273,4.256990711028009
274,4.133839520496484
275,4.388825998924031
276,4.205538195392836
277,4.348846287809539
278,4.321423569602524
279,4.44882171439414
280,4.045716552357341
281,4.102226616255576
282,3.9697037671591042
283,3.963261263970794
284,4.3458830646007005
285,4.308038908530887
286,4.217986208082295
287,4.28520310863487
288,4.482432117115437
289,4.39190886953259
290,4.380779931886556
291,4.604171959014619
292,4.627126002677509
293,4.9052134763608715
294,4.933309605375516
295,4.489787329352679
296,4.970531279070753
297,5.001970899338291
298,5.113829497173711
299,5.181301174192487
300,4.6145163763778925
301,4.672057378641053
302,4.6902120682588055
303,4.768399976985217
304,4.500854171721336
305,4.793041588931318
306,4.682449428806687
307,4.922428262203882
308,5.130537140705854
309,5.050591428188787
310,4.738129991045019
311,4.310226766029449
312,4.431603459544524
313,4.4088193908498425
314,4.207707257796251
315,4.553088382781342
316,4.497719220688486
317,4.248706942245822
318,4.423163635116772
319,4.761066162249264
320,4.965402930649901
321,5.122326228242506
322,5.285558763221032
323,5.096515717566381
324,4.858418427282064
325,5.344352667496563
326,5.3598320081384605
327,4.9356091264131345
