#Model         Gr.Code  ICS(F1)   Prec.Iface  Recal.Iface  IPS        QSglob   QSbest   lDDT       ilDDT      GDT_TS     RMSD       TMscore    TMalign    GlobDockQ    BestDockQ  Mol.Size  Stoich.  MDL.Conts  REF.Conts  MDL.Clash  ICS_Interfaces                           ICS_perInterface

R0283TS481_5o  481      0.053     0.063      0.045       0.085      0.000    0.000    0.159      0.008      0.011      67.390     0.136      0.072      0.060        0.180      3        A3       532        400        320        -                                        [None, None, None, None, None, None, None, None, None, None, None, None, 0.083, None, 0.086, None] 
R0283TS262_2o  262      0.047     0.073      0.035       0.145      0.002    0.004    0.245      0.024      0.011      86.813     0.149      0.061      0.024        0.121      4        A4       231        400        0          -                                        [None, None, None, None, None, None, None, 0.128, 0.0, 0.0, None, 0.0, None, None, None, 0.134] 
R0283TS167_4o  167      0.043     0.036      0.055       0.077      0.002    0.002    0.320      0.012      0.011      81.840     0.206      0.097      0.089        0.798      6        A6       625        400        754        -                                        [0.064, 0.068, 0.0, 0.0, None, 0.0, None, None, None, None, 0.0, 0.047, 0.072, 0.065, None, None] 
R0283TS450_4o  450s     0.043     0.036      0.055       0.077      0.002    0.002    0.320      0.012      0.011      81.840     0.206      0.097      0.089        0.798      6        A6       625        400        754        -                                        [0.064, 0.068, 0.0, 0.0, None, 0.0, None, None, None, None, 0.0, 0.047, 0.072, 0.065, None, None] 
R0283TS481_3o  481      0.042     0.123      0.025       0.060      0.000    0.001    0.114      0.012      0.010      60.803     0.078      0.051      0.077        0.077      2        A2       130        400        0          -                                        [None, None, None, None, 0.112, None, None, None, None, None, None, None, None, None, None, None] 
R0283TS462_1o  462      0.039     0.141      0.022       0.056      0.001    0.006    0.118      0.013      0.013      55.647     0.090      0.049      0.354        0.354      2        A2       89         400        60         -                                        [None, None, None, None, None, None, None, 0.114, None, None, None, None, None, None, None, None] 
R0283TS462_4o  462      0.039     0.090      0.025       0.061      0.000    0.001    0.115      0.010      0.013      69.443     0.079      0.048      0.360        0.360      2        A2       137        400        96         -                                        [None, None, None, None, None, None, None, 0.089, None, None, None, None, None, None, None, None] 
R0283TS462_2o  462      0.038     0.125      0.022       0.051      0.000    0.002    0.117      0.011      0.011      60.705     0.089      0.047      0.069        0.069      2        A2       100        400        54         -                                        [0.104, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None] 
R0283TS462_3o  462      0.038     0.115      0.022       0.065      0.000    0.001    0.119      0.013      0.011      65.203     0.085      0.049      0.069        0.069      2        A2       123        400        62         -                                        [None, None, None, None, 0.101, None, None, None, None, None, None, None, None, None, None, None] 
R0283TS304_2o  304s     0.034     0.040      0.030       0.074      0.001    0.001    0.228      0.017      0.011      72.497     0.161      0.062      0.036        0.146      4        A4       322        400        386        -                                        [None, None, None, None, 0.123, None, 0.018, None, 0.0, 0.0, None, None, None, None, None, 0.138] 
R0283TS462_5o  462      0.033     0.060      0.022       0.053      0.000    0.000    0.115      0.011      0.013      58.390     0.101      0.052      0.070        0.070      2        A2       168        400        89         -                                        [0.057, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None] 
R0283TS294_5o  294      0.031     0.042      0.025       0.055      0.001    0.001    0.124      0.014      0.014      76.254     0.082      0.038      0.185        0.185      2        A2       352        400        0          -                                        [None, None, None, None, None, None, None, 0.051, None, None, None, None, None, None, None, None] 
R0283TS241_5o  241      0.025     0.034      0.020       0.070      0.000    0.000    0.109      0.004      0.014      61.641     0.106      0.060      0.264        0.264      2        A2       347        400        164        -                                        [None, None, None, None, None, None, None, None, None, None, None, None, 0.071, None, None, None] 
R0283TS481_4o  481      0.022     0.021      0.022       0.112      0.005    0.006    0.220      0.010      0.011      84.345     0.148      0.072      0.019        0.075      4        A4       457        400        467        -                                        [0.091, 0.12, None, None, 0.11, None, None, 0.098, None, None, None, None, None, None, None, None] 
R0283TS167_3o  167      0.018     0.018      0.018       0.062      0.008    0.010    0.321      0.007      0.011      81.577     0.196      0.084      0.008        0.069      6        A6       403        400        690        -                                        [None, None, None, None, 0.073, 0.0, 0.0, 0.078, 0.0, None, 0.0, None, 0.071, None, 0.078, None] 
R0283TS450_3o  450s     0.018     0.018      0.018       0.062      0.008    0.010    0.321      0.007      0.011      81.577     0.196      0.084      0.008        0.069      6        A6       403        400        690        -                                        [None, None, None, None, 0.073, 0.0, 0.0, 0.078, 0.0, None, 0.0, None, 0.071, None, 0.078, None] 
R0283TS262_4o  262      0.015     0.033      0.010       0.095      0.000    0.001    0.251      0.010      0.011      83.415     0.141      0.072      0.100        0.502      4        A4       155        400        0          -                                        [None, None, None, None, None, None, None, None, None, None, None, None, 0.099, 0.138, 0.109, 0.138] 
R0283TS304_5o  304s     0.013     0.011      0.018       0.077      0.000    0.000    0.210      0.008      0.012      74.959     0.133      0.075      0.036        0.181      4        A4       803        400        1037       -                                        [0.131, None, 0.143, 0.034, None, 0.222, None, None, None, None, None, None, 0.036, None, None, None] 
R0283TS262_1o  262      0.004     0.007      0.003       0.028      0.000    0.000    0.302      0.002      0.011      87.895     0.164      0.067      0.030        0.212      5        A5       152        400        0          -                                        [0.024, None, 0.0, 0.0, None, 0.333, 0.0, None, None, None, None, None, 0.0, None, 0.013, None] 
R0283TS262_5o  262      0.004     0.007      0.003       0.028      0.000    0.000    0.302      0.002      0.011      87.895     0.164      0.067      0.030        0.212      5        A5       152        400        0          -                                        [0.024, None, 0.0, 0.0, None, 0.333, 0.0, None, None, None, None, None, 0.0, None, 0.013, None] 
R0283TS450_2o  450s     0.003     0.005      0.003       0.026      0.001    0.001    0.335      0.006      0.011      82.731     0.180      0.073      0.005        0.044      6        A6       326        400        558        -                                        [0.022, 0.0, None, None, 0.0, None, 0.0, 0.0, 0.042, 0.0, None, 0.0, None, None, None, 0.0] 
R0283TS167_2o  167      0.003     0.005      0.003       0.026      0.001    0.001    0.335      0.006      0.011      82.731     0.180      0.073      0.005        0.044      6        A6       326        400        558        -                                        [0.022, 0.0, None, None, 0.0, None, 0.0, 0.0, 0.042, 0.0, None, 0.0, None, None, None, 0.0] 
R0283TS304_4o  304s     0.000     0.000      0.000       0.084      0.000    0.000    0.217      0.000      0.011      78.912     0.130      0.063      0.003        0.013      4        A4       205        400        529        -                                        [None, None, None, None, 0.068, 0.023, 0.0, None, 0.037, None, None, None, None, None, 0.067, None] 
R0283TS110_5o  110s     0.000     0.000      0.000       0.055      0.000    0.000    0.443      0.000      0.010      96.725     0.254      0.110      0.001        0.021      9        A9       232        400        1017       -                                        [0.055, 0.0, 0.0, 0.0, 0.064, 0.0, 0.0, 0.077, 0.0, 0.0, 0.0, 0.0, 0.061, 0.0, 0.06, 0.06] 
R0283TS028_3o  028s     0.000     0.000      0.000       0.106      0.000    0.000    0.444      0.000      0.013      93.434     0.223      0.159      0.002        0.027      9        A9       669        400        1998       -                                        [0.107, 0.108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.074, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.097, 0.045] 
R0283TS272_3o  272      0.000     0.000      0.000       0.079      0.000    0.000    0.333      0.000      0.013      88.118     0.188      0.116      0.002        0.018      6        A6       1188       400        798        -                                        [None, None, None, None, 0.0, 0.017, 0.0, None, 0.017, 0.0, None, None, 0.0, 0.0, 0.0, 0.048] 
R0283TS272_2o  272      0.000     0.000      0.000       0.043      0.000    0.000    0.324      0.000      0.013      84.702     0.189      0.116      0.003        0.024      6        A6       1656       400        1638       -                                        [None, None, None, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, None, None, 0.0, 0.051] 
R0283TS028_1o  028s     0.000     0.000      0.000       0.009      0.000    0.000    0.434      0.000      0.010      93.399     0.224      0.181      0.002        0.029      9        A9       335        400        1284       -                                        [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 
R0283TS241_1o  241      0.000     0.000      0.000       0.091      0.000    0.000    0.220      0.000      0.012      80.711     0.116      0.067      0.002        0.012      4        A4       635        400        688        -                                        [None, None, None, None, 0.05, None, 0.0, None, 0.0, 0.0, None, None, None, None, None, 0.009] 
R0283TS110_2o  110s     0.000     0.000      0.000       0.000      0.000    0.000    0.454      0.000      0.011      85.596     0.258      0.148      0.002        0.027      9        A9       295        400        1178       -                                        [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 
R0283TS272_4o  272      0.000     0.000      0.000       0.037      0.000    0.000    0.389      0.003      0.013      101.298    0.234      0.122      0.002        0.031      8        A8       2032       400        3128       -                                        [0.025, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.025, 0.025] 
R0283TS028_2o  028s     0.000     0.000      0.000       0.000      0.000    0.000    0.442      0.000      0.010      104.765    0.217      0.107      0.001        0.022      9        A9       362        400        1150       -                                        [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 
R0283TS110_4o  110s     0.000     0.000      0.000       0.016      0.000    0.000    0.456      0.000      0.012      110.855    0.222      0.129      0.002        0.029      9        A9       421        400        1855       -                                        [0.0, 0.0, 0.0, 0.0, 0.014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, 0.0, 0.049] 
R0283TS028_5o  028s     0.000     0.000      0.000       0.072      0.000    0.000    0.434      0.000      0.010      98.103     0.227      0.126      0.001        0.017      9        A9       277        400        1557       -                                        [0.0, 0.0, 0.0, 0.0, 0.074, 0.0, 0.0, 0.0, 0.0, 0.038, 0.036, 0.0, 0.0, 0.0, 0.0, 0.0] 
R0283TS262_3o  262      0.000     0.000      0.000       0.092      0.000    0.000    0.311      0.003      0.011      88.151     0.142      0.069      0.031        0.217      5        A5       396        400        0          -                                        [None, None, None, None, None, None, None, 0.052, 0.016, 0.0, 0.0, 0.0, None, 0.045, None, 0.064] 
R0283TS272_1o  272      0.000     0.000      0.000       0.097      0.000    0.000    0.296      0.000      0.013      82.080     0.212      0.100      0.003        0.029      6        A6       1752       400        1902       -                                        [None, None, None, None, 0.043, 0.0, 0.0, 0.043, 0.0, 0.0, None, 0.0, None, None, 0.043, 0.043] 
R0283TS167_1o  167      0.000     0.000      0.000       0.085      0.000    0.000    0.328      0.002      0.011      83.715     0.179      0.076      0.007        0.061      6        A6       371        400        882        -                                        [0.058, 0.049, None, None, 0.058, None, 0.0, 0.0, 0.0, 0.0, None, 0.0, None, None, None, 0.072] 
R0283TS450_5o  450s     0.000     0.000      0.000       0.075      0.000    0.000    0.324      0.001      0.012      84.812     0.180      0.110      0.004        0.032      6        A6       408        400        1913       -                                        [None, None, None, None, 0.028, 0.0, None, 0.0, None, 0.041, 0.061, 0.0, 0.029, 0.0, None, None] 
R0283TS028_4o  028s     0.000     0.000      0.000       0.074      0.000    0.000    0.443      0.000      0.011      92.767     0.225      0.132      0.002        0.031      9        A9       298        400        1915       -                                        [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.071, 0.0, 0.058] 
R0283TS450_1o  450s     0.000     0.000      0.000       0.085      0.000    0.000    0.328      0.002      0.011      83.715     0.179      0.076      0.007        0.061      6        A6       371        400        882        -                                        [0.058, 0.049, None, None, 0.058, None, 0.0, 0.0, 0.0, 0.0, None, 0.0, None, None, None, 0.072] 
R0283TS110_1o  110s     0.000     0.000      0.000       0.041      0.000    0.000    0.441      0.000      0.010      95.500     0.237      0.115      0.002        0.024      9        A9       211        400        1223       -                                        [0.0, 0.061, 0.0, 0.0, 0.052, 0.0, 0.0, 0.065, 0.0, 0.0, 0.0, 0.0, 0.036, 0.0, 0.0, 0.042] 
R0283TS167_5o  167      0.000     0.000      0.000       0.075      0.000    0.000    0.324      0.001      0.012      84.812     0.180      0.110      0.004        0.032      6        A6       408        400        1913       -                                        [None, None, None, None, 0.028, 0.0, None, 0.0, None, 0.041, 0.061, 0.0, 0.029, 0.0, None, None] 
R0283TS272_5o  272      0.000     0.000      0.000       0.053      0.000    0.000    0.449      0.000      0.013      101.975    0.212      0.111      0.002        0.030      8        A8       1496       400        1008       -                                        [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038, 0.0, 0.0, 0.0, 0.0] 
R0283TS481_1o  481      0.000     0.000      0.000       0.091      0.000    0.000    0.323      0.000      0.012      82.363     0.181      0.101      0.002        0.017      6        A6       586        400        1093       -                                        [None, 0.0, 0.017, None, None, None, None, 0.026, 0.0, 0.0, 0.0, 0.0, None, 0.0, None, 0.032] 
R0283TS110_3o  110s     0.000     0.000      0.000       0.039      0.000    0.000    0.321      0.000      0.011      109.745    0.192      0.106      0.002        0.027      9        A9       4640       400        8660       -                                        [0.0, 0.0, 0.0, 0.0, 0.028, 0.0, 0.012, 0.0, 0.0, 0.012, 0.015, 0.0, 0.03, 0.0, 0.0, 0.0] 
R0283TS241_2o  241      0.000     0.000      0.000       0.078      0.000    0.000    0.217      0.000      0.012      79.753     0.114      0.062      0.002        0.012      4        A4       573        400        648        -                                        [None, None, None, None, None, None, None, 0.015, None, 0.0, 0.0, 0.0, None, 0.067, None, None] 
R0283TS481_2o  481      0.000     0.000      0.000       0.015      0.000    0.000    0.409      0.002      0.011      90.697     0.221      0.090      0.004        0.068      8        A8       1099       400        2319       -                                        [0.0, 0.0, 0.0, 0.0, 0.028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042, 0.017, 0.0] 
R0285TS189_1o  189      0.444     0.500      0.400       0.360      0.243    0.308    0.553      0.238      0.147      15.143     0.531      0.566      0.167        0.167      2        A2       45         45         96         -                                        [0.36]                                   
R0285TS462_2o  462      0.414     0.429      0.400       0.463      0.097    0.419    0.572      0.250      0.232      9.816      0.682      0.724      0.188        0.188      2        A2       184        45         272        -                                        [0.463]                                  
R0285TS028_2o  028s     0.414     0.429      0.400       0.463      0.097    0.419    0.572      0.250      0.232      9.816      0.682      0.724      0.188        0.188      2        A2       184        45         272        -                                        [0.463]                                  
R0285TS110_4o  110s     0.337     0.320      0.356       0.344      0.107    0.231    0.568      0.278      0.164      12.408     0.587      0.625      0.152        0.152      2        A2       116        45         97         -                                        [0.344]                                  
R0285TS462_5o  462      0.337     0.320      0.356       0.344      0.107    0.231    0.568      0.278      0.164      12.408     0.587      0.625      0.152        0.152      2        A2       116        45         97         -                                        [0.344]                                  
R0285TS481_5o  481      0.239     0.364      0.178       0.333      0.026    0.193    0.519      0.099      0.146      16.613     0.487      0.453      0.075        0.075      3        A3       242        45         257        -                                        [0.333]                                  
R0285TS110_5o  110s     0.156     0.263      0.111       0.333      0.088    0.395    0.509      0.036      0.171      14.240     0.588      0.657      0.101        0.101      2        A2       124        45         125        -                                        [0.333]                                  
R0285TS189_2o  189      0.113     0.154      0.089       0.269      0.001    0.002    0.524      0.068      0.138      28.354     0.395      0.422      0.040        0.040      3        A3       71         45         148        -                                        [0.269]                                  
R0285TS241_2o  241      0.105     0.250      0.067       0.262      0.030    0.199    0.526      0.061      0.137      17.233     0.476      0.425      0.037        0.037      3        A3       183        45         197        -                                        [0.262]                                  
R0285TS481_2o  481      0.078     0.333      0.044       0.136      0.013    0.099    0.541      0.055      0.152      20.881     0.445      0.461      0.039        0.039      4        A4       172        45         214        -                                        [0.136]                                  
R0285TS294_5o  294      0.034     0.071      0.022       0.113      0.001    0.003    0.468      0.017      0.124      32.934     0.356      0.433      0.015        0.015      5        A5       141        45         1158       -                                        [0.113]                                  
R0285TS208_4o  208s     0.009     0.005      0.222       0.072      0.003    0.005    0.003      0.006      0.139      45.753     0.394      0.407      0.080        0.080      2        A2       4392       45         26233      -                                        [0.072]                                  
R0285TS208_5o  208s     0.008     0.004      0.178       0.072      0.003    0.005    0.005      0.010      0.149      46.190     0.388      0.369      0.065        0.065      2        A2       4267       45         25211      -                                        [0.072]                                  
R0285TS208_3o  208s     0.007     0.004      0.178       0.072      0.002    0.004    0.005      0.008      0.145      45.712     0.395      0.391      0.065        0.065      2        A2       4187       45         27654      -                                        [0.072]                                  
R0285TS110_1o  110s     0.000     0.000      0.000       0.000      0.000    0.000    0.536      0.000      0.156      43.978     0.372      0.383      0.002        0.002      2        A2       99         45         122        -                                        [0.0]                                    
R0285TS462_1o  462      0.000     0.000      0.000       0.000      0.000    0.000    0.535      0.000      0.148      47.699     0.362      0.371      0.001        0.001      2        A2       109        45         174        -                                        [0.0]                                    
R0285TS272_1o  272      0.000     0.000      0.000       0.011      0.000    0.000    0.410      0.000      0.168      41.239     0.366      0.359      0.002        0.002      2        A2       323        45         1481       -                                        [0.011]                                  
R0285TS028_3o  028s     0.000     0.000      0.000       0.000      0.000    0.000    0.525      0.000      0.151      47.043     0.369      0.383      0.001        0.001      2        A2       98         45         182        -                                        [0.0]                                    
R0285TS110_3o  110s     0.000     0.000      0.000       0.000      0.000    0.000    0.537      0.000      0.146      46.076     0.366      0.417      0.002        0.002      2        A2       118        45         153        -                                        [0.0]                                    
R0285TS481_3o  481      0.000     0.000      0.000       0.000      0.000    0.000    0.467      0.000      0.119      44.707     0.275      0.326      0.003        0.003      6        A6       384        45         519        -                                        [0.0]                                    
R0285TS462_3o  462      0.000     0.000      0.000       0.000      0.000    0.000    0.550      0.000      0.150      47.255     0.363      0.376      0.001        0.001      2        A2       41         45         137        -                                        [0.0]                                    
R0285TS481_1o  481      0.000     0.000      0.000       0.000      0.000    0.000    0.539      0.000      0.155      47.819     0.371      0.377      0.001        0.001      2        A2       134        45         71         -                                        [0.0]                                    
R0285TS208_1o  208s     0.000     0.000      0.000       0.000      0.000    0.000    0.535      0.000      0.154      46.960     0.376      0.386      0.002        0.002      2        A2       54         45         154        -                                        [0.0]                                    
R0285TS262_1o  262      0.000     0.000      0.000       0.000      0.000    0.000    0.571      0.000      0.151      47.147     0.364      0.366      0.001        0.001      2        A2       144        45         0          -                                        [0.0]                                    
R0285TS028_5o  028s     0.000     0.000      0.000       0.000      0.000    0.000    0.534      0.000      0.146      50.039     0.353      0.361      0.001        0.001      2        A2       74         45         58         -                                        [0.0]                                    
R0285TS028_4o  028s     0.000     0.000      0.000       0.000      0.000    0.000    0.544      0.000      0.154      47.746     0.380      0.393      0.001        0.001      2        A2       57         45         122        -                                        [0.0]                                    
R0285TS262_3o  262      0.000     0.000      0.000       0.000      0.000    0.000    0.555      0.000      0.135      39.778     0.339      0.342      0.002        0.002      2        A2       7          45         0          -                                        [0.0]                                    
R0285TS272_3o  272      0.000     0.000      0.000       0.147      0.000    0.000    0.450      0.000      0.168      31.843     0.387      0.378      0.006        0.006      8        A8       1746       45         1751       -                                        [0.147]                                  
R0285TS272_2o  272      0.000     0.000      0.000       0.000      0.000    0.000    0.463      0.000      0.168      44.502     0.366      0.366      0.002        0.002      4        A4       582        45         494        -                                        [0.0]                                    
R0285TS028_1o  028s     0.000     0.000      0.000       0.000      0.000    0.000    0.550      0.000      0.152      42.994     0.365      0.372      0.002        0.002      2        A2       113        45         102        -                                        [0.0]                                    
R0285TS110_2o  110s     0.000     0.000      0.000       0.000      0.000    0.000    0.543      0.000      0.161      50.068     0.373      0.376      0.001        0.001      2        A2       21         45         99         -                                        [0.0]                                    
R0285TS208_2o  208s     0.000     0.000      0.000       0.000      0.000    0.000    0.535      0.000      0.154      46.960     0.376      0.386      0.002        0.002      2        A2       54         45         154        -                                        [0.0]                                    
R0285TS462_4o  462      0.000     0.000      0.000       0.000      0.000    0.000    0.544      0.000      0.156      48.765     0.368      0.372      0.001        0.001      2        A2       106        45         99         -                                        [0.0]                                    
R0285TS262_2o  262      0.000     0.000      0.000       0.000      0.000    0.000    0.574      0.000      0.153      42.471     0.380      0.389      0.002        0.002      2        A2       69         45         0          -                                        [0.0]                                    
R0285TS262_4o  262      0.000     0.000      0.000       0.000      0.000    0.000    0.571      0.000      0.151      47.147     0.364      0.366      0.001        0.001      2        A2       144        45         0          -                                        [0.0]                                    
R0285TS262_5o  262      0.000     0.000      0.000       0.000      0.000    0.000    0.574      0.000      0.153      42.471     0.380      0.389      0.002        0.002      2        A2       69         45         0          -                                        [0.0]                                    
R0290TS294_1o  294      1.000     1.000      1.000       1.000      0.990    0.990    0.952      1.000      0.966      1.168      0.996      0.996      0.992        0.992      2        A2       21         21         112        -                                        [1.0]                                    
R0290TS294_3o  294      0.977     0.955      1.000       1.000      0.887    0.887    0.952      0.933      0.970      1.214      0.996      0.996      0.970        0.970      2        A2       22         21         72         -                                        [1.0]                                    
R0290TS294_2o  294      0.977     0.955      1.000       1.000      0.887    0.887    0.952      0.933      0.970      1.214      0.996      0.996      0.970        0.970      2        A2       22         21         100        -                                        [1.0]                                    
R0290TS481_5o  481      0.913     0.840      1.000       1.000      0.052    0.875    0.897      0.808      0.867      1.552      0.993      0.993      0.855        0.855      4        A4       102        21         26         -                                        [1.0]                                    
R0290TS481_1o  481      0.913     0.840      1.000       1.000      0.875    0.875    0.904      0.813      0.867      1.552      0.993      0.993      0.855        0.855      2        A2       25         21         0          -                                        [1.0]                                    
R0290TS481_2o  481      0.909     0.870      0.952       1.000      0.881    0.881    0.915      0.817      0.871      1.492      0.993      0.993      0.850        0.850      2        A2       23         21         0          -                                        [1.0]                                    
R0290TS286_4o  286      0.778     0.933      0.667       1.000      0.637    0.637    0.760      0.629      0.776      1.906      0.988      0.989      0.714        0.714      2        A2       15         21         0          -                                        [1.0]                                    
R0290TS286_3o  286      0.778     0.933      0.667       1.000      0.644    0.644    0.762      0.633      0.780      1.916      0.988      0.989      0.711        0.711      2        A2       15         21         0          -                                        [1.0]                                    
R0290TS286_5o  286      0.757     0.875      0.667       1.000      0.604    0.604    0.764      0.644      0.778      1.875      0.989      0.989      0.710        0.710      2        A2       16         21         0          -                                        [1.0]                                    
R0290TS286_1o  286      0.757     0.875      0.667       1.000      0.645    0.645    0.762      0.640      0.780      1.864      0.989      0.989      0.712        0.712      2        A2       16         21         0          -                                        [1.0]                                    
R0290TS286_2o  286      0.737     0.824      0.667       1.000      0.607    0.607    0.762      0.643      0.780      1.901      0.989      0.989      0.709        0.709      2        A2       17         21         0          -                                        [1.0]                                    
R0290TS294_5o  294      0.625     0.909      0.476       0.778      0.876    0.876    0.439      0.417      0.440      5.271      0.928      0.928      0.450        0.450      2        A2       11         21         670        -                                        [0.778]                                  
R0290TS110_4o  110s     0.625     0.556      0.714       1.000      0.145    0.145    0.759      0.215      0.602      17.314     0.851      0.840      0.348        0.348      2        A2       27         21         102        -                                        [1.0]                                    
R0290TS462_1o  462      0.600     0.517      0.714       1.000      0.165    0.165    0.768      0.167      0.576      15.357     0.879      0.865      0.345        0.345      2        A2       29         21         84         -                                        [1.0]                                    
R0290TS110_1o  110s     0.600     0.517      0.714       1.000      0.165    0.165    0.768      0.167      0.576      15.357     0.879      0.865      0.345        0.345      2        A2       29         21         84         -                                        [1.0]                                    
R0290TS462_3o  462      0.582     0.471      0.762       0.889      0.237    0.237    0.762      0.103      0.529      35.213     0.830      0.827      0.334        0.334      2        A2       34         21         151        -                                        [0.889]                                  
R0290TS110_3o  110s     0.531     0.464      0.619       0.583      0.103    0.103    0.770      0.081      0.552      35.277     0.863      0.857      0.246        0.246      2        A2       28         21         99         -                                        [0.583]                                  
R0290TS462_4o  462      0.524     0.524      0.524       0.778      0.120    0.120    0.760      0.172      0.570      36.066     0.852      0.856      0.215        0.215      2        A2       21         21         112        -                                        [0.778]                                  
R0290TS028_3o  028s     0.524     0.524      0.524       0.778      0.120    0.120    0.760      0.172      0.570      36.066     0.852      0.856      0.215        0.215      2        A2       21         21         112        -                                        [0.778]                                  
R0290TS028_1o  028s     0.491     0.406      0.619       0.900      0.108    0.108    0.761      0.155      0.560      26.917     0.863      0.851      0.256        0.256      2        A2       32         21         119        -                                        [0.9]                                    
R0290TS110_2o  110s     0.490     0.429      0.571       0.700      0.086    0.086    0.754      0.252      0.614      28.076     0.870      0.856      0.234        0.234      2        A2       28         21         132        -                                        [0.7]                                    
R0290TS462_2o  462      0.490     0.429      0.571       0.700      0.086    0.086    0.754      0.252      0.614      28.076     0.870      0.856      0.234        0.234      2        A2       28         21         132        -                                        [0.7]                                    
R0290TS462_5o  462      0.465     0.455      0.476       0.700      0.185    0.185    0.779      0.295      0.593      25.690     0.874      0.858      0.196        0.196      2        A2       22         21         68         -                                        [0.7]                                    
R0290TS028_2o  028s     0.459     0.350      0.667       0.750      0.098    0.098    0.756      0.068      0.601      18.797     0.868      0.855      0.296        0.296      2        A2       40         21         187        -                                        [0.75]                                   
R0290TS241_4o  241      0.455     0.333      0.714       0.409      0.046    0.048    0.749      0.535      0.275      29.533     0.552      0.531      0.249        0.249      2        A2       46         21         132        -                                        [0.409]                                  
R0290TS028_4o  028s     0.450     0.474      0.429       0.778      0.054    0.054    0.760      0.187      0.590      16.954     0.854      0.843      0.229        0.229      2        A2       19         21         82         -                                        [0.778]                                  
R0290TS028_5o  028s     0.426     0.385      0.476       0.700      0.081    0.081    0.755      0.167      0.599      27.564     0.864      0.850      0.205        0.205      2        A2       26         21         44         -                                        [0.7]                                    
R0290TS294_4o  294      0.356     0.250      0.619       0.333      0.028    0.028    0.760      0.536      0.304      27.547     0.571      0.541      0.218        0.218      2        A2       52         21         52         -                                        [0.333]                                  
R0290TS110_5o  110s     0.303     0.417      0.238       0.700      0.086    0.086    0.747      0.308      0.594      31.663     0.844      0.839      0.112        0.112      2        A2       12         21         242        -                                        [0.7]                                    
R0290TS241_2o  241      0.000     0.000      0.000       0.000      0.000    0.000    0.754      0.000      0.278      64.640     0.419      0.404      0.001        0.001      2        A2       105        21         74         -                                        [0.0]                                    
R1250TS156_5o  156      0.011     0.008      0.019       0.103      0.003    0.004    0.030      0.000      0.010      83.144     0.167      0.107      0.008        0.050      6        A6       1188       366        899        [['0', '1'], ['0', '5'], ['1', '2'], ['2', '3'], ['3', '4'], ['4', '5']] [0.082, 0.164, 0.056, 0.06, 0.062, 0.126] 
R1250TS156_2o  156      0.010     0.006      0.019       0.095      0.003    0.003    0.031      0.005      0.010      82.772     0.205      0.095      0.009        0.051      6        A6       1372       366        745        [['0', '1'], ['0', '5'], ['1', '2'], ['2', '3'], ['3', '4'], ['4', '5']] [0.015, 0.053, 0.077, 0.149, 0.081, 0.132] 
R1250TS317_5o  317      0.010     0.008      0.011       0.109      0.004    0.008    0.381      0.002      0.011      103.442    0.183      0.118      0.008        0.046      6        A6       1112       366        2255       [['0', '1'], ['0', '5'], ['1', '2'], ['2', '3'], ['3', '4'], ['4', '5']] [0.08, 0.019, 0.039, 0.053, 0.08, 0.039] 
R1250TS156_4o  156      0.010     0.007      0.016       0.096      0.002    0.002    0.033      0.000      0.009      82.542     0.169      0.147      0.008        0.047      6        A6       1167       366        945        [['0', '1'], ['0', '5'], ['1', '2'], ['2', '3'], ['3', '4'], ['4', '5']] [0.036, 0.144, 0.171, 0.046, 0.016, 0.096] 
R1250TS189_4o  189      0.007     0.009      0.005       0.148      0.018    0.022    0.326      0.058      0.011      101.346    0.202      0.146      0.005        0.027      6        A6       384        366        2245       [['0', '1'], ['0', '5'], ['1', '2'], ['2', '3'], ['3', '4'], ['4', '5']] [0.087, 0.058, 0.079, 0.078, 0.095, 0.099] 
R1250TS167_5o  167      0.005     0.003      0.011       0.099      0.004    0.005    0.252      0.044      0.011      89.790     0.202      0.133      0.005        0.033      6        A6       1649       366        6390       [['0', '1'], ['0', '5'], ['1', '2'], ['2', '3'], ['3', '4'], ['4', '5']] [0.092, 0.063, 0.028, 0.114, 0.037, 0.047] 
