interface_type,model,target,ics_naive_mean,ics_mean,ics_log10_mean,ips_naive_mean,ips_mean,ips_log10_mean,ilddt_naive_mean,ilddt_mean,ilddt_log10_mean
NA-containing,M1209TS272_1,M1209,0.0,0.0,0.0,0.0745,0.12239285714285715,0.1083503889044559,0.4763608695652174,0.4623214285714285,0.46643787549068677
all,M1209TS272_2,M1209,0.30933333333333335,0.7437163120567376,0.5064029335952552,0.35200000000000004,0.748,0.5430911045594814,0.6416390406566627,0.831432624113475,0.7279209550611305
NA-NA,M1209TS272_2,M1209,,,,,,,,,
NA-protein,M1209TS272_2,M1209,0.0,0.0,0.0,0.077,0.1265,0.11198630799520948,0.5065913043478261,0.5073571428571427,0.5071325944884635
protein-protein,M1209TS272_2,M1209,0.928,0.928,0.9279999999999999,0.902,0.902,0.902,0.911734513274336,0.911734513274336,0.9117345132743361
NA-containing,M1209TS272_2,M1209,0.0,0.0,0.0,0.077,0.1265,0.11198630799520948,0.5065913043478261,0.5073571428571427,0.5071325944884635
all,M1209TS272_3,M1209,0.945,0.931595744680851,0.9314934836954464,0.9776666666666666,0.9463049645390071,0.9634385813029287,0.8438337052712582,0.9136808510638297,0.8832802377287299
NA-NA,M1209TS272_3,M1209,,,,,,,,,
NA-protein,M1209TS272_3,M1209,0.95,0.9178571428571428,0.927281618184929,1.0,1.0,1.0,0.7988434782608697,0.8324285714285715,0.8225812239904258
protein-protein,M1209TS272_3,M1209,0.935,0.935,0.935,0.933,0.933,0.933,0.9338141592920353,0.9338141592920353,0.9338141592920353
NA-containing,M1209TS272_3,M1209,0.95,0.9178571428571428,0.927281618184929,1.0,1.0,1.0,0.7988434782608697,0.8324285714285715,0.8225812239904258
all,M1209TS272_4,M1209,0.30933333333333335,0.7437163120567376,0.5064029335952552,0.3006666666666667,0.7228794326241135,0.4922149203695261,0.62490552776709,0.8182836879432626,0.7102839106312214
NA-NA,M1209TS272_4,M1209,,,,,,,,,
NA-protein,M1209TS272_4,M1209,0.0,0.0,0.0,0.0,0.0,0.0,0.48575652173913036,0.4755714285714284,0.47855775797094613
protein-protein,M1209TS272_4,M1209,0.928,0.928,0.9279999999999999,0.902,0.902,0.902,0.9032035398230089,0.9032035398230089,0.9032035398230089
NA-containing,M1209TS272_4,M1209,0.0,0.0,0.0,0.0,0.0,0.0,0.48575652173913036,0.4755714285714284,0.47855775797094613
all,M1209TS272_5,M1209,0.38999999999999996,0.7780851063829788,0.5846285991648384,0.5976666666666667,0.8267304964539008,0.7072309133280354,0.6827762985763756,0.8427659574468087,0.7584056090864753
NA-NA,M1209TS272_5,M1209,,,,,,,,,
NA-protein,M1209TS272_5,M1209,0.125,0.20535714285714285,0.18179595453767772,0.438,0.46242857142857147,0.455265970179454,0.5707086956521739,0.5838928571428571,0.5800271832192775
protein-protein,M1209TS272_5,M1209,0.92,0.92,0.92,0.917,0.917,0.917,0.906911504424779,0.906911504424779,0.906911504424779
NA-containing,M1209TS272_5,M1209,0.125,0.20535714285714285,0.18179595453767772,0.438,0.46242857142857147,0.455265970179454,0.5707086956521739,0.5838928571428571,0.5800271832192775
all,M1209TS286_1,M1209,0.868,0.8977446808510638,0.8891425521912315,0.84,0.8854468085106383,0.8759143198912372,0.8281558804668464,0.894248226950355,0.8662250146369223
NA-NA,M1209TS286_1,M1209,,,,,,,,,
NA-protein,M1209TS286_1,M1209,0.8515,0.8846071428571429,0.8748999332695232,0.817,0.8832142857142857,0.8637998665390465,0.7860391304347827,0.8210357142857143,0.8107745094527395
protein-protein,M1209TS286_1,M1209,0.901,0.901,0.901,0.886,0.886,0.886,0.912389380530974,0.912389380530974,0.912389380530974
NA-containing,M1209TS286_1,M1209,0.8515,0.8846071428571429,0.8748999332695232,0.817,0.8832142857142857,0.8637998665390465,0.7860391304347827,0.8210357142857143,0.8107745094527395
all,M1209TS286_2,M1209,0.24933333333333332,0.5994609929078014,0.40817822664789966,0.428,0.6580425531914893,0.5288008830060588,0.5170168269847378,0.6983758865248229,0.5988161809742807
NA-NA,M1209TS286_2,M1209,,,,,,,,,
NA-protein,M1209TS286_2,M1209,0.0,0.0,0.0,0.262,0.24657142857142858,0.25109517672876586,0.3875739130434782,0.3855,0.3861080835385406
protein-protein,M1209TS286_2,M1209,0.748,0.748,0.748,0.76,0.76,0.76,0.7759026548672568,0.7759026548672568,0.7759026548672568
NA-containing,M1209TS286_2,M1209,0.0,0.0,0.0,0.262,0.24657142857142858,0.25109517672876586,0.3875739130434782,0.3855,0.3861080835385406
all,M1209TS286_3,M1209,0.4463333333333333,0.7688865248226951,0.6046973294970734,0.5616666666666666,0.7953262411347517,0.6819292603381614,0.7057602154674875,0.8486808510638296,0.7768702242327155
NA-NA,M1209TS286_3,M1209,,,,,,,,,
NA-protein,M1209TS286_3,M1209,0.22399999999999998,0.2760714285714286,0.26080377854041514,0.404,0.4657142857142857,0.44761929308493653,0.6078217391304348,0.6349642857142858,0.6270059309396657
protein-protein,M1209TS286_3,M1209,0.891,0.891,0.891,0.877,0.877,0.8769999999999999,0.9016371681415927,0.9016371681415927,0.9016371681415927
NA-containing,M1209TS286_3,M1209,0.22399999999999998,0.2760714285714286,0.26080377854041514,0.404,0.4657142857142857,0.44761929308493653,0.6078217391304348,0.6349642857142858,0.6270059309396657
all,M1209TS286_4,M1209,0.28933333333333333,0.6956312056737589,0.47366136461280334,0.4706666666666666,0.7611347517730496,0.6092766664897373,0.5958404258047967,0.7839219858156028,0.6809569354261097
NA-NA,M1209TS286_4,M1209,,,,,,,,,
NA-protein,M1209TS286_4,M1209,0.0,0.0,0.0,0.268,0.2975714285714286,0.2889009112698654,0.46177391304347826,0.46085714285714285,0.46112594528388323
protein-protein,M1209TS286_4,M1209,0.868,0.868,0.868,0.876,0.876,0.876,0.8639734513274336,0.8639734513274336,0.8639734513274336
NA-containing,M1209TS286_4,M1209,0.0,0.0,0.0,0.268,0.2975714285714286,0.2889009112698654,0.46177391304347826,0.46085714285714285,0.46112594528388323
all,M1209TS286_5,M1209,0.3426666666666667,0.714709219858156,0.5241511299734817,0.5503333333333333,0.7614397163120568,0.6461074601847632,0.6178978581505707,0.7855035460992909,0.694940102579845
NA-NA,M1209TS286_5,M1209,,,,,,,,,
NA-protein,M1209TS286_5,M1209,0.0855,0.14046428571428574,0.12434843290377157,0.4,0.4,0.4000000000000001,0.4991565217391304,0.5034999999999998,0.5022264665513583
protein-protein,M1209TS286_5,M1209,0.857,0.857,0.857,0.851,0.851,0.851,0.8553805309734515,0.8553805309734515,0.8553805309734515
NA-containing,M1209TS286_5,M1209,0.0855,0.14046428571428574,0.12434843290377157,0.4,0.4,0.4000000000000001,0.4991565217391304,0.5034999999999998,0.5022264665513583
all,M1209TS294_1,M1209,0.9226666666666666,0.9117304964539007,0.9063444481488854,0.9336666666666668,0.9203049645390071,0.9183231275380209,0.7843126074131077,0.8816241134751774,0.8313054704512252
NA-NA,M1209TS294_1,M1209,,,,,,,,,
NA-protein,M1209TS294_1,M1209,0.9235,0.8743214285714285,0.8887408758229413,0.9375,0.8973214285714286,0.9091020227311611,0.7167565217391305,0.7290714285714286,0.7254606252414961
protein-protein,M1209TS294_1,M1209,0.921,0.921,0.921,0.926,0.926,0.926,0.919424778761062,0.919424778761062,0.919424778761062
NA-containing,M1209TS294_1,M1209,0.9235,0.8743214285714285,0.8887408758229413,0.9375,0.8973214285714286,0.9091020227311611,0.7167565217391305,0.7290714285714286,0.7254606252414961
all,M1209TS294_2,M1209,0.4046666666666667,0.7878156028368795,0.6000259637264275,0.6186666666666667,0.8364964539007093,0.7206839324692882,0.6651132230345004,0.8351560283687941,0.7436989023795306
NA-NA,M1209TS294_2,M1209,,,,,,,,,
NA-protein,M1209TS294_2,M1209,0.145,0.2382142857142857,0.21088330726370613,0.4655,0.4793214285714286,0.47526890418048057,0.544904347826087,0.5511428571428573,0.549313689409673
protein-protein,M1209TS294_2,M1209,0.924,0.924,0.924,0.925,0.925,0.925,0.905530973451327,0.905530973451327,0.905530973451327
NA-containing,M1209TS294_2,M1209,0.145,0.2382142857142857,0.21088330726370613,0.4655,0.4793214285714286,0.47526890418048057,0.544904347826087,0.5511428571428573,0.549313689409673
all,M1209TS294_3,M1209,0.3786666666666667,0.7750921985815603,0.5742575067990476,0.7146666666666667,0.8621560283687943,0.7878907252196684,0.6871202513787352,0.8521631205673755,0.7639876931419421
NA-NA,M1209TS294_3,M1209,,,,,,,,,
NA-protein,M1209TS294_3,M1209,0.106,0.17414285714285713,0.1541629694479507,0.6134999999999999,0.6408214285714287,0.6328106245428106,0.5708086956521738,0.5794285714285713,0.5769011730015373
protein-protein,M1209TS294_3,M1209,0.924,0.924,0.924,0.917,0.917,0.917,0.919743362831858,0.919743362831858,0.9197433628318581
NA-containing,M1209TS294_3,M1209,0.106,0.17414285714285713,0.1541629694479507,0.6134999999999999,0.6408214285714287,0.6328106245428106,0.5708086956521738,0.5794285714285713,0.5769011730015373
all,M1209TS294_4,M1209,0.35833333333333334,0.7536524822695035,0.5502293483110127,0.586,0.7935744680851065,0.67007335244472,0.6721098114659482,0.838829787234042,0.7527431098980307
NA-NA,M1209TS294_4,M1209,,,,,,,,,
NA-protein,M1209TS294_4,M1209,0.0845,0.1388214285714286,0.12289406526747014,0.432,0.3882857142857143,0.4011030007315034,0.5564434782608696,0.5780714285714286,0.5717299859552192
protein-protein,M1209TS294_4,M1209,0.906,0.906,0.906,0.894,0.894,0.894,0.9034424778761055,0.9034424778761055,0.9034424778761055
NA-containing,M1209TS294_4,M1209,0.0845,0.1388214285714286,0.12289406526747014,0.432,0.3882857142857143,0.4011030007315034,0.5564434782608696,0.5780714285714286,0.5717299859552192
all,M1209TS294_5,M1209,0.35533333333333333,0.7611205673758866,0.5502706565949984,0.703,0.8513404255319149,0.7746053322138126,0.652996306271643,0.8290425531914892,0.7347969714615042
NA-NA,M1209TS294_5,M1209,,,,,,,,,
NA-protein,M1209TS294_5,M1209,0.073,0.11992857142857141,0.10616883745000379,0.6,0.6186428571428572,0.6131766614527413,0.5288130434782609,0.5371785714285714,0.534725749284566
protein-protein,M1209TS294_5,M1209,0.92,0.92,0.92,0.909,0.909,0.9089999999999999,0.9013628318584069,0.9013628318584069,0.9013628318584069
NA-containing,M1209TS294_5,M1209,0.073,0.11992857142857141,0.10616883745000379,0.6,0.6186428571428572,0.6131766614527413,0.5288130434782609,0.5371785714285714,0.534725749284566
all,M1209TS304_1,M1209,0.4046666666666667,0.7878156028368795,0.6000259637264275,0.6186666666666667,0.8364964539007093,0.7206839324692882,0.6651132230345004,0.8351560283687941,0.7436989023795306
NA-NA,M1209TS304_1,M1209,,,,,,,,,
NA-protein,M1209TS304_1,M1209,0.145,0.2382142857142857,0.21088330726370613,0.4655,0.4793214285714286,0.47526890418048057,0.544904347826087,0.5511428571428573,0.549313689409673
protein-protein,M1209TS304_1,M1209,0.924,0.924,0.924,0.925,0.925,0.925,0.905530973451327,0.905530973451327,0.905530973451327
NA-containing,M1209TS304_1,M1209,0.145,0.2382142857142857,0.21088330726370613,0.4655,0.4793214285714286,0.47526890418048057,0.544904347826087,0.5511428571428573,0.549313689409673
all,M1209TS304_2,M1209,0.35833333333333334,0.7536524822695035,0.5502293483110127,0.586,0.7935744680851065,0.67007335244472,0.6721098114659482,0.838829787234042,0.7527431098980307
NA-NA,M1209TS304_2,M1209,,,,,,,,,
NA-protein,M1209TS304_2,M1209,0.0845,0.1388214285714286,0.12289406526747014,0.432,0.3882857142857143,0.4011030007315034,0.5564434782608696,0.5780714285714286,0.5717299859552192
protein-protein,M1209TS304_2,M1209,0.906,0.906,0.906,0.894,0.894,0.894,0.9034424778761055,0.9034424778761055,0.9034424778761055
NA-containing,M1209TS304_2,M1209,0.0845,0.1388214285714286,0.12289406526747014,0.432,0.3882857142857143,0.4011030007315034,0.5564434782608696,0.5780714285714286,0.5717299859552192
all,M1209TS304_3,M1209,0.308,0.7405106382978723,0.5042201623297584,0.49500000000000005,0.7850425531914894,0.6193088511871051,0.6455479030396304,0.8328723404255314,0.732027454095579
NA-NA,M1209TS304_3,M1209,,,,,,,,,
NA-protein,M1209TS304_3,M1209,0.0,0.0,0.0,0.28400000000000003,0.2525,0.26173598582123037,0.5130652173913044,0.5195357142857143,0.5176385264262513
protein-protein,M1209TS304_3,M1209,0.924,0.924,0.924,0.917,0.917,0.917,0.9105132743362826,0.9105132743362826,0.9105132743362826
NA-containing,M1209TS304_3,M1209,0.0,0.0,0.0,0.28400000000000003,0.2525,0.26173598582123037,0.5130652173913044,0.5195357142857143,0.5176385264262513
all,M1209TS304_4,M1209,0.35533333333333333,0.7611205673758866,0.5502706565949984,0.703,0.8513404255319149,0.7746053322138126,0.652996306271643,0.8290425531914892,0.7347969714615042
NA-NA,M1209TS304_4,M1209,,,,,,,,,
NA-protein,M1209TS304_4,M1209,0.073,0.11992857142857141,0.10616883745000379,0.6,0.6186428571428572,0.6131766614527413,0.5288130434782609,0.5371785714285714,0.534725749284566
protein-protein,M1209TS304_4,M1209,0.92,0.92,0.92,0.909,0.909,0.9089999999999999,0.9013628318584069,0.9013628318584069,0.9013628318584069
NA-containing,M1209TS304_4,M1209,0.073,0.11992857142857141,0.10616883745000379,0.6,0.6186428571428572,0.6131766614527413,0.5288130434782609,0.5371785714285714,0.534725749284566
all,M1209TS304_5,M1209,0.30833333333333335,0.7413120567375887,0.5047658551461326,0.5813333333333334,0.7975460992907802,0.6559601202427174,0.651825753494934,0.8333971631205674,0.7366386253117382
NA-NA,M1209TS304_5,M1209,,,,,,,,,
NA-protein,M1209TS304_5,M1209,0.0,0.0,0.0,0.413,0.3114285714285714,0.3412099134643754,0.5240173913043478,0.5345714285714285,0.5314769225855398
protein-protein,M1209TS304_5,M1209,0.925,0.925,0.925,0.918,0.918,0.918,0.9074424778761063,0.9074424778761063,0.9074424778761063
NA-containing,M1209TS304_5,M1209,0.0,0.0,0.0,0.413,0.3114285714285714,0.3412099134643754,0.5240173913043478,0.5345714285714285,0.5314769225855398
all,M1209TS317_1,M1209,0.9620000000000001,0.9188510638297872,0.9412362666768916,0.9470000000000001,0.8993829787234042,0.9222786175233221,0.8089310760548929,0.8836028368794325,0.842539339646365
NA-NA,M1209TS317_1,M1209,,,,,,,,,
NA-protein,M1209TS317_1,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7555913043478261,0.7544285714285713,0.7547694915795592
protein-protein,M1209TS317_1,M1209,0.902,0.902,0.902,0.883,0.883,0.883,0.9156106194690264,0.9156106194690264,0.9156106194690264
NA-containing,M1209TS317_1,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7555913043478261,0.7544285714285713,0.7547694915795592
all,M1209TS317_2,M1209,0.9620000000000001,0.9188510638297872,0.9412362666768916,0.9470000000000001,0.8993829787234042,0.9222786175233221,0.8078040015390534,0.8833829787234042,0.8418935817707904
NA-NA,M1209TS317_2,M1209,,,,,,,,,
NA-protein,M1209TS317_2,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7538608695652175,0.7530000000000001,0.753252412034866
protein-protein,M1209TS317_2,M1209,0.902,0.902,0.902,0.883,0.883,0.883,0.9156902654867255,0.9156902654867255,0.9156902654867255
NA-containing,M1209TS317_2,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7538608695652175,0.7530000000000001,0.753252412034866
all,M1209TS317_3,M1209,0.9620000000000001,0.9188510638297872,0.9412362666768916,0.9470000000000001,0.8993829787234042,0.9222786175233221,0.8082358855970243,0.8832624113475175,0.8417849212330117
NA-NA,M1209TS317_3,M1209,,,,,,,,,
NA-protein,M1209TS317_3,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7545086956521738,0.7523928571428572,0.7530132334753035
protein-protein,M1209TS317_3,M1209,0.902,0.902,0.902,0.883,0.883,0.883,0.9156902654867254,0.9156902654867254,0.9156902654867254
NA-containing,M1209TS317_3,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7545086956521738,0.7523928571428572,0.7530132334753035
all,M1209TS317_4,M1209,0.9620000000000001,0.9188510638297872,0.9412362666768916,0.9470000000000001,0.8993829787234042,0.9222786175233221,0.8082358855970243,0.8832624113475175,0.8417849212330117
NA-NA,M1209TS317_4,M1209,,,,,,,,,
NA-protein,M1209TS317_4,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7545086956521738,0.7523928571428572,0.7530132334753035
protein-protein,M1209TS317_4,M1209,0.902,0.902,0.902,0.883,0.883,0.883,0.9156902654867254,0.9156902654867254,0.9156902654867254
NA-containing,M1209TS317_4,M1209,0.992,0.9868571428571428,0.9883650589095886,0.979,0.9654999999999999,0.9694582796376703,0.7545086956521738,0.7523928571428572,0.7530132334753035
all,M1209TS317_5,M1209,0.9023333333333334,0.8896524822695036,0.8821009616768787,0.8833333333333333,0.86822695035461,0.8591789345344814,0.814830909324099,0.8861205673758864,0.8476085809437054
NA-NA,M1209TS317_5,M1209,,,,,,,,,
NA-protein,M1209TS317_5,M1209,0.9025000000000001,0.8398214285714286,0.8581991554606115,0.8835,0.808607142857143,0.8305661703708844,0.7643304347826088,0.7662142857142857,0.7656619295081182
protein-protein,M1209TS317_5,M1209,0.902,0.902,0.902,0.883,0.883,0.883,0.9158318584070796,0.9158318584070796,0.9158318584070797
NA-containing,M1209TS317_5,M1209,0.9025000000000001,0.8398214285714286,0.8581991554606115,0.8835,0.808607142857143,0.8305661703708844,0.7643304347826088,0.7662142857142857,0.7656619295081182
all,M1209TS325_1,M1209,0.8893333333333334,0.9070354609929079,0.8953595483836152,0.9116666666666666,0.9155390070921986,0.925823731341005,0.8274033346158777,0.9022198581560279,0.8698281664368885
NA-NA,M1209TS325_1,M1209,,,,,,,,,
NA-protein,M1209TS325_1,M1209,0.8755,0.8668214285714286,0.8693660369099309,0.9165,0.9701785714285714,0.9544396976311688,0.7793173913043479,0.8160357142857143,0.8052696853830078
protein-protein,M1209TS325_1,M1209,0.917,0.917,0.917,0.902,0.902,0.902,0.9235752212389374,0.9235752212389374,0.9235752212389374
NA-containing,M1209TS325_1,M1209,0.8755,0.8668214285714286,0.8693660369099309,0.9165,0.9701785714285714,0.9544396976311688,0.7793173913043479,0.8160357142857143,0.8052696853830078
all,M1209TS325_2,M1209,0.30533333333333335,0.7340992907801419,0.49985461979876483,0.48266666666666663,0.7770921985815602,0.610523290545915,0.6051367192509941,0.8224609929078015,0.7111441599117504
NA-NA,M1209TS325_2,M1209,,,,,,,,,
NA-protein,M1209TS325_2,M1209,0.0,0.0,0.0,0.2695,0.24475000000000002,0.2520068460023953,0.4549130434782609,0.48700000000000004,0.4775919150640884
protein-protein,M1209TS325_2,M1209,0.916,0.916,0.916,0.909,0.909,0.9089999999999999,0.9055840707964603,0.9055840707964603,0.9055840707964603
NA-containing,M1209TS325_2,M1209,0.0,0.0,0.0,0.2695,0.24475000000000002,0.2520068460023953,0.4549130434782609,0.48700000000000004,0.4775919150640884
all,M1209TS325_3,M1209,0.308,0.7405106382978723,0.5042201623297584,0.4676666666666667,0.7919645390070922,0.6250401094375472,0.6474861356932152,0.8326879432624111,0.7326514486721116
NA-NA,M1209TS325_3,M1209,,,,,,,,,
NA-protein,M1209TS325_3,M1209,0.0,0.0,0.0,0.243,0.2873571428571428,0.27435136690479817,0.5163,0.52125,0.519798630799521
protein-protein,M1209TS325_3,M1209,0.924,0.924,0.924,0.917,0.917,0.917,0.9098584070796457,0.9098584070796457,0.9098584070796457
NA-containing,M1209TS325_3,M1209,0.0,0.0,0.0,0.243,0.2873571428571428,0.27435136690479817,0.5163,0.52125,0.519798630799521
all,M1209TS325_4,M1209,0.307,0.7381063829787234,0.5025830838806359,0.462,0.7870212765957447,0.6093804497312907,0.6097917147620878,0.8131773049645388,0.6958484308316824
NA-NA,M1209TS325_4,M1209,,,,,,,,,
NA-protein,M1209TS325_4,M1209,0.0,0.0,0.0,0.2305,0.23017857142857143,0.2302728161818493,0.4611521739130435,0.4342500000000001,0.4421378760895601
protein-protein,M1209TS325_4,M1209,0.921,0.921,0.921,0.925,0.925,0.925,0.9070707964601767,0.9070707964601767,0.9070707964601767
NA-containing,M1209TS325_4,M1209,0.0,0.0,0.0,0.2305,0.23017857142857143,0.2302728161818493,0.4611521739130435,0.4342500000000001,0.4421378760895601
all,M1209TS325_5,M1209,0.5606666666666666,0.779645390070922,0.6171682383284116,0.6536666666666666,0.8311560283687944,0.7182250987621374,0.6699422341926381,0.836028368794326,0.7407616197717158
NA-NA,M1209TS325_5,M1209,,,,,,,,,
NA-protein,M1209TS325_5,M1209,0.3785,0.19303571428571425,0.2474149369270399,0.5175,0.44839285714285715,0.46865547909759725,0.548895652173913,0.5292857142857142,0.5350354637552576
protein-protein,M1209TS325_5,M1209,0.925,0.925,0.925,0.926,0.926,0.926,0.9120353982300883,0.9120353982300883,0.9120353982300882
NA-containing,M1209TS325_5,M1209,0.3785,0.19303571428571425,0.2474149369270399,0.5175,0.44839285714285715,0.46865547909759725,0.548895652173913,0.5292857142857142,0.5350354637552576
all,M1209TS338_1,M1209,0.9003333333333333,0.9188014184397164,0.9084148676926102,0.8923333333333333,0.9201205673758864,0.9113997867090526,0.837741669873028,0.910191489361702,0.8787699426244223
NA-NA,M1209TS338_1,M1209,,,,,,,,,
NA-protein,M1209TS338_1,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.7911434782608695,0.8264642857142858,0.8161080166084396
protein-protein,M1209TS338_1,M1209,0.927,0.927,0.927,0.924,0.924,0.924,0.9309380530973451,0.9309380530973451,0.9309380530973451
NA-containing,M1209TS338_1,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.7911434782608695,0.8264642857142858,0.8161080166084396
all,M1209TS338_2,M1209,0.9003333333333333,0.9188014184397164,0.9084148676926102,0.8923333333333333,0.9201205673758864,0.9113997867090526,0.8421913556496089,0.9120567375886525,0.8826172632236329
NA-NA,M1209TS338_2,M1209,,,,,,,,,
NA-protein,M1209TS338_2,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.7977826086956523,0.8355714285714287,0.8244915236643273
protein-protein,M1209TS338_2,M1209,0.927,0.927,0.927,0.924,0.924,0.924,0.931008849557522,0.931008849557522,0.931008849557522
NA-containing,M1209TS338_2,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.7977826086956523,0.8355714285714287,0.8244915236643273
all,M1209TS338_3,M1209,0.899,0.9155957446808511,0.9062320964271134,0.8923333333333333,0.9201205673758864,0.9113997867090526,0.8409091188918815,0.9117446808510637,0.8820082651599548
NA-NA,M1209TS338_3,M1209,,,,,,,,,
NA-protein,M1209TS338_3,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.7959521739130435,0.83475,0.8233742485195655
protein-protein,M1209TS338_3,M1209,0.923,0.923,0.923,0.924,0.924,0.924,0.9308230088495575,0.9308230088495575,0.9308230088495575
NA-containing,M1209TS338_3,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.7959521739130435,0.83475,0.8233742485195655
all,M1209TS338_4,M1209,0.9003333333333333,0.9188014184397164,0.9084148676926102,0.8923333333333333,0.9201205673758864,0.9113997867090526,0.8441456970629728,0.9127092198581557,0.8839616106038689
NA-NA,M1209TS338_4,M1209,,,,,,,,,
NA-protein,M1209TS338_4,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.8006521739130434,0.8383571428571429,0.8273018235378529
protein-protein,M1209TS338_4,M1209,0.927,0.927,0.927,0.924,0.924,0.924,0.9311327433628314,0.9311327433628314,0.9311327433628314
NA-containing,M1209TS338_4,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.8006521739130434,0.8383571428571429,0.8273018235378529
all,M1209TS338_5,M1209,0.899,0.9155957446808511,0.9062320964271134,0.8923333333333333,0.9201205673758864,0.9113997867090526,0.8464209567782479,0.9134539007092196,0.8856348139253336
NA-NA,M1209TS338_5,M1209,,,,,,,,,
NA-protein,M1209TS338_5,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.8040739130434782,0.8421785714285713,0.8310060608073794
protein-protein,M1209TS338_5,M1209,0.923,0.923,0.923,0.924,0.924,0.924,0.9311150442477875,0.9311150442477875,0.9311150442477875
NA-containing,M1209TS338_5,M1209,0.887,0.8857142857142858,0.8860912647273972,0.8765000000000001,0.9044642857142857,0.8962649921791119,0.8040739130434782,0.8421785714285713,0.8310060608073794
all,M1209TS369_1,M1209,0.3866666666666667,0.7643262411347518,0.5772337191453495,0.5126666666666667,0.8298156028368795,0.6952357494780312,0.6609053995126332,0.8276524822695036,0.7404036234971606
NA-NA,M1209TS369_1,M1209,,,,,,,,,
NA-protein,M1209TS369_1,M1209,0.1295,0.21275,0.18834060890103413,0.3105,0.4779642857142857,0.4288627692565203,0.5445173913043478,0.5611785714285714,0.5562934151304034
protein-protein,M1209TS369_1,M1209,0.901,0.901,0.901,0.917,0.917,0.917,0.8936814159292036,0.8936814159292036,0.8936814159292036
NA-containing,M1209TS369_1,M1209,0.1295,0.21275,0.18834060890103413,0.3105,0.4779642857142857,0.4288627692565203,0.5445173913043478,0.5611785714285714,0.5562934151304034
all,M1209TS369_2,M1209,0.5053333333333333,0.8226524822695035,0.6732032650510298,0.5630000000000001,0.8243191489361703,0.69640513361258,0.7000870847761957,0.8567588652482265,0.7725569193271599
NA-NA,M1209TS369_2,M1209,,,,,,,,,
NA-protein,M1209TS369_2,M1209,0.29400000000000004,0.39749999999999996,0.3671531894445289,0.386,0.45028571428571423,0.4314367636301422,0.5893695652173914,0.5953928571428572,0.5936267924183896
protein-protein,M1209TS369_2,M1209,0.928,0.928,0.9279999999999999,0.917,0.917,0.917,0.9215221238938047,0.9215221238938047,0.9215221238938047
NA-containing,M1209TS369_2,M1209,0.29400000000000004,0.39749999999999996,0.3671531894445289,0.386,0.45028571428571423,0.4314367636301422,0.5893695652173914,0.5953928571428572,0.5936267924183896
all,M1209TS369_3,M1209,0.3036666666666667,0.7300921985815603,0.4971261557168939,0.46366666666666667,0.784645390070922,0.6189402626145866,0.640242888290368,0.8262198581560283,0.7252052360427942
NA-NA,M1209TS369_3,M1209,,,,,,,,,
NA-protein,M1209TS369_3,M1209,0.0,0.0,0.0,0.241,0.2827857142857143,0.2705338963595924,0.5081652173913043,0.5107142857142858,0.5099668838448126
protein-protein,M1209TS369_3,M1209,0.911,0.911,0.911,0.909,0.909,0.9089999999999999,0.9043982300884955,0.9043982300884955,0.9043982300884955
NA-containing,M1209TS369_3,M1209,0.0,0.0,0.0,0.241,0.2827857142857143,0.2705338963595924,0.5081652173913043,0.5107142857142858,0.5099668838448126
all,M1209TS369_4,M1209,0.4343333333333333,0.7889290780141844,0.6249065461468232,0.5596666666666666,0.8509007092198582,0.7330033626756192,0.6858651789149675,0.8379148936170214,0.7570335651780523
NA-NA,M1209TS369_4,M1209,,,,,,,,,
NA-protein,M1209TS369_4,M1209,0.2,0.3285714285714286,0.29087352726028437,0.3775,0.5558928571428572,0.5035870190736446,0.5789260869565218,0.5883928571428572,0.5856171442789259
