interface_type,model,target,ics_naive_mean,ics_mean,ics_log10_mean,ips_naive_mean,ips_mean,ips_log10_mean,ilddt_naive_mean,ilddt_mean,ilddt_log10_mean
protein-protein,M1239v2TS110_2,M1239v2,0.3343333333333333,0.4681932773109244,0.37929188458305557,0.42333333333333334,0.5055210084033613,0.4496045831302239,0.6410572296014242,0.6509285714285713,0.6438256383641119
NA-containing,M1239v2TS110_2,M1239v2,0.3878666666666667,0.4039850402761795,0.43157034523705184,0.49160000000000004,0.5282543153049483,0.5460375937743046,0.4243729032618478,0.4833026467203681,0.47413094257643795
all,M1239v2TS110_3,M1239v2,0.40071428571428575,0.47220776874435416,0.46030781417272654,0.4512857142857143,0.5001996386630533,0.49787680487236063,0.5176291789982527,0.5464209575429088,0.5446891963416349
NA-NA,M1239v2TS110_3,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.5282821969696969,0.5390570175438595,0.5315380590725098
NA-protein,M1239v2TS110_3,M1239v2,0.22472727272727278,0.2898861154446178,0.27842941571111757,0.2767272727272727,0.3350577223088924,0.32204689154135546,0.45538698165965846,0.5165725429017161,0.5058311823395285
protein-protein,M1239v2TS110_3,M1239v2,0.3398333333333334,0.4809285714285715,0.38731591677152216,0.4171666666666667,0.4825588235294117,0.438210080223227,0.6246378621380462,0.6338655462184875,0.6271249189380449
NA-containing,M1239v2TS110_3,M1239v2,0.4250666666666667,0.46981933256616804,0.4878789348060685,0.46493333333333337,0.5050310701956272,0.520414627859142,0.47482570574233535,0.5224718066743382,0.5135508736904302
all,M1239v2TS110_4,M1239v2,0.5082857142857143,0.6207461607949414,0.5876549066853591,0.6023333333333333,0.7127018970189701,0.6789093091897321,0.5436285284811654,0.5773333333333333,0.5734609034568645
NA-NA,M1239v2TS110_4,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.5496070075757576,0.5559429824561405,0.5515215694336952
NA-protein,M1239v2TS110_4,M1239v2,0.4343636363636364,0.5483244929797192,0.5330395450531087,0.5643636363636363,0.6982979719188768,0.6761751938764212,0.4849886040154732,0.5529781591263649,0.5403148802301799
protein-protein,M1239v2TS110_4,M1239v2,0.332,0.47577310924369753,0.3801631158929727,0.41850000000000004,0.492655462184874,0.4425224785538483,0.6471494039385394,0.6634201680672268,0.6523024263705787
NA-containing,M1239v2TS110_4,M1239v2,0.5788,0.6604510932105869,0.6660304716185521,0.6758666666666665,0.7729677790563867,0.7681993544638234,0.5022201782982157,0.5537560414269276,0.5436802124957533
all,M1239v2TS110_5,M1239v2,0.35057142857142864,0.38399999999999995,0.39521627469310394,0.47928571428571426,0.5142962962962963,0.5204319699762578,0.4897630862502361,0.5123586269196025,0.5176652898157968
NA-NA,M1239v2TS110_5,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.45616903409090914,0.4621184210526316,0.4579667794371371
NA-protein,M1239v2TS110_5,M1239v2,0.09718181818181817,0.1328876755070203,0.12634996369565513,0.30472727272727274,0.35297503900156,0.34530162479705107,0.4057846298352556,0.4674134165366615,0.460489883608449
protein-protein,M1239v2TS110_5,M1239v2,0.3981666666666667,0.49349159663865544,0.43161233020913886,0.4638333333333333,0.49986974789915967,0.4774008773665648,0.666119624450585,0.6815378151260505,0.6710375788214141
NA-containing,M1239v2TS110_5,M1239v2,0.3315333333333333,0.3540126582278481,0.38146844688017945,0.48546666666666666,0.5182474108170312,0.536686040463084,0.41922047097009646,0.4660241657077101,0.4597322036440171
all,M1239v2TS159_1,M1239v2,0.3990000000000001,0.463962962962963,0.4561899162628217,0.46728571428571425,0.5129250225835592,0.514373511806354,0.4958840546106001,0.5178057813911472,0.5184775430219813
NA-NA,M1239v2TS159_1,M1239v2,0.97325,0.9724999999999999,0.9730233700937011,0.9824999999999999,0.9828947368421054,0.982619278898052,0.4798205492424242,0.4864517543859648,0.4818243217761966
NA-protein,M1239v2TS159_1,M1239v2,0.21372727272727274,0.27658658346333853,0.2657368666216766,0.28954545454545455,0.35392979719188766,0.34022907483933656,0.4290000188685419,0.4838361934477378,0.4730077932986608
protein-protein,M1239v2TS159_1,M1239v2,0.3558333333333333,0.4814495798319328,0.3980985013446261,0.44966666666666666,0.49092016806722694,0.46469960993784337,0.6292137903831574,0.6393319327731092,0.6318451438960789
NA-containing,M1239v2TS159_1,M1239v2,0.4162666666666667,0.45917376294591483,0.47813269985245166,0.47433333333333333,0.5189516685845799,0.5331367607354455,0.4425521603015772,0.4845224395857307,0.4756553680834143
all,M1239v2TS159_2,M1239v2,0.4026190476190477,0.468743450767841,0.4605296182962514,0.45952380952380945,0.5148473351400179,0.5153378423864509,0.48190864545878853,0.5135925925925925,0.5149246519025688
NA-NA,M1239v2TS159_2,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.4779313446969697,0.4855964912280702,0.48024754661711705
NA-protein,M1239v2TS159_2,M1239v2,0.22754545454545455,0.2833822152886115,0.2780222744425994,0.28318181818181815,0.35598127925117007,0.347674715712705,0.4067767408277785,0.47882215288611546,0.4699909723167466
protein-protein,M1239v2TS159_2,M1239v2,0.3413333333333333,0.48233193277310926,0.3888791134086801,0.43416666666666676,0.49433613445378144,0.45442462847081333,0.6223020044568531,0.6340588235294118,0.6257282122489938
NA-containing,M1239v2TS159_2,M1239v2,0.4271333333333333,0.46502186421173763,0.4875940567343525,0.46966666666666673,0.5204649021864212,0.5383464999063594,0.4257513018595628,0.4805995397008055,0.47307098817160403
all,M1239v2TS167_1,M1239v2,0.37076190476190474,0.4329539295392954,0.4252007735597797,0.4493333333333333,0.502542908762421,0.4974167361954376,0.4913275677444642,0.5123911472448057,0.5134608852806031
NA-NA,M1239v2TS167_1,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.4750989583333334,0.48358333333333337,0.4776627091483395
NA-protein,M1239v2TS167_1,M1239v2,0.17181818181818184,0.22290171606864273,0.2126499922813573,0.28263636363636363,0.342798751950078,0.32893209605822465,0.4230179960844639,0.47548985959438383,0.4654638006302829
protein-protein,M1239v2TS167_1,M1239v2,0.332,0.4787563025210085,0.38111597724576435,0.3995,0.472609243697479,0.4237778898590981,0.6273808553952186,0.6393739495798321,0.6308303477526923
NA-containing,M1239v2TS167_1,M1239v2,0.3862666666666667,0.420409666283084,0.44185285797661766,0.46926666666666667,0.510741081703107,0.5252322278859695,0.4369062526841624,0.47761334867663985,0.4691270931241727
all,M1239v2TS167_2,M1239v2,0.3776190476190476,0.4355953026196929,0.43001643442214726,0.44861904761904775,0.5045420054200541,0.5031138316932584,0.49083461015442564,0.5240424570912375,0.5252033897150049
NA-NA,M1239v2TS167_2,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.49070075757575754,0.4963114035087719,0.49239614445852453
NA-protein,M1239v2TS167_2,M1239v2,0.18490909090909088,0.2271669266770671,0.22202765696878396,0.2773636363636363,0.3459438377535101,0.3378882530718794,0.4162352669117651,0.49100936037441495,0.4820927124436669
protein-protein,M1239v2TS167_2,M1239v2,0.332,0.47955462184873954,0.38130947796170594,0.4066666666666667,0.473436974789916,0.4279671385259482,0.6276893078184153,0.6395756302521008,0.6311434740837784
NA-containing,M1239v2TS167_2,M1239v2,0.3958666666666667,0.42355581127733033,0.4484144405031841,0.46540000000000004,0.5130609896432682,0.5314988801202699,0.4360927310888298,0.49240046029919443,0.4851867995175608
all,M1239v2TS167_3,M1239v2,0.36923809523809525,0.4290487804878049,0.4223026160436068,0.45223809523809533,0.5063523035230353,0.5016959241730078,0.49187441285863476,0.5118979223125565,0.5134118244616845
NA-NA,M1239v2TS167_3,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.47127178030303035,0.47795614035087725,0.473291614824779
NA-protein,M1239v2TS167_3,M1239v2,0.17,0.21827301092043683,0.20874400201908302,0.2872727272727273,0.3520920436817473,0.3382442177539457,0.4241512383124251,0.47631045241809683,0.46621357884305054
protein-protein,M1239v2TS167_3,M1239v2,0.33,0.47305882352941175,0.37778067134696786,0.40116666666666667,0.4652983193277311,0.4221360688417236,0.6297686545637551,0.6402605042016806,0.6327375658276528
NA-containing,M1239v2TS167_3,M1239v2,0.3849333333333334,0.41699539700805527,0.43911982386757764,0.4726666666666667,0.517596087456847,0.531747949767754,0.43671671617658653,0.47674223245109326,0.4683390899939022
all,M1239v2TS167_4,M1239v2,0.37128571428571433,0.4279096657633244,0.4227570855087338,0.4412857142857143,0.5028464317976513,0.49794909008270555,0.47260738262016533,0.5007588075880758,0.5032447259547057
NA-NA,M1239v2TS167_4,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.45146638257575755,0.457140350877193,0.4531809037817537
NA-protein,M1239v2TS167_4,M1239v2,0.18036363636363636,0.22045865834633385,0.21599216406261684,0.2780909090909091,0.34890015600624025,0.3402358568913463,0.3973437602868632,0.46546801872074867,0.45703007422592656
protein-protein,M1239v2TS167_4,M1239v2,0.31816666666666665,0.46187394957983197,0.36601182960986106,0.37966666666666665,0.4575882352941177,0.40478054398963076,0.6246846902608243,0.6375924369747898,0.6286537005113645
NA-containing,M1239v2TS167_4,M1239v2,0.39253333333333335,0.41860759493670885,0.44419138645803147,0.46593333333333337,0.5152416570771001,0.5331415061593271,0.4117764595639017,0.46328308400460294,0.4558741808789956
all,M1239v2TS167_5,M1239v2,0.3773809523809524,0.4349051490514905,0.4294068222983047,0.44242857142857134,0.4902457091237579,0.49340409403379537,0.4784489437639296,0.508948509485095,0.5106288974009737
NA-NA,M1239v2TS167_5,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.46790577651515153,0.4765043859649123,0.4705040459203515
NA-protein,M1239v2TS167_5,M1239v2,0.20363636363636364,0.25336661466458654,0.2465614235011202,0.276,0.3428190327613105,0.3357818967455892,0.4024091571972084,0.47272542901716075,0.4640974918719915
protein-protein,M1239v2TS167_5,M1239v2,0.2968333333333333,0.40578151260504197,0.33363969427025053,0.3875,0.41535714285714287,0.3964536104102737,0.6248839973021038,0.6375882352941176,0.6287230763083963
NA-containing,M1239v2TS167_5,M1239v2,0.4096000000000001,0.4428814729574223,0.46558079685683734,0.46440000000000003,0.5107560414269274,0.5300250557379758,0.4198749223486599,0.4737169159953971,0.4660213591853922
all,M1239v2TS208_1,M1239v2,0.41585714285714287,0.4692863595302621,0.46624738478036415,0.4788095238095238,0.521423667570009,0.527202846686303,0.5089699531121589,0.5414878048780488,0.5428191768310097
NA-NA,M1239v2TS208_1,M1239v2,0.9824999999999999,0.9819473684210527,0.9823330095427271,1.0,1.0,1.0,0.5086188446969697,0.516438596491228,0.5109817641855208
NA-protein,M1239v2TS208_1,M1239v2,0.24209090909090908,0.2821731669266771,0.28086820644033733,0.3001818181818182,0.3557129485179407,0.3520103299204549,0.433033973136026,0.5052199687987521,0.49695429844564387
protein-protein,M1239v2TS208_1,M1239v2,0.35666666666666663,0.48211344537815126,0.3993516737708774,0.45883333333333337,0.5092605042016807,0.47585202186310116,0.6484199886785282,0.6631638655462185,0.6530901122575999
NA-containing,M1239v2TS208_1,M1239v2,0.43953333333333333,0.46577330264672046,0.49151580201245687,0.4868,0.5247548906789413,0.5465995172241311,0.453189938885611,0.5081634062140391,0.5011667007173001
all,M1239v2TS208_2,M1239v2,0.4081904761904762,0.4616910569105691,0.45843181878762085,0.48299999999999993,0.522374887082204,0.5293171181891524,0.5006644214486515,0.5397515808491419,0.5404459185311938
NA-NA,M1239v2TS208_2,M1239v2,0.9824999999999999,0.9819473684210527,0.9823330095427271,1.0,1.0,1.0,0.5179303977272727,0.5284078947368421,0.5210964166146401
NA-protein,M1239v2TS208_2,M1239v2,0.2328181818181818,0.2725163806552262,0.2709201482507379,0.3083636363636364,0.3559001560062403,0.35502431689647845,0.4147170656420713,0.49922308892355693,0.4893189744382407
protein-protein,M1239v2TS208_2,M1239v2,0.3468333333333333,0.47279411764705886,0.38927290218831206,0.45849999999999996,0.5131806722689075,0.47798052315924827,0.6467239229083015,0.6597731092436975,0.6505363158209991
NA-containing,M1239v2TS208_2,M1239v2,0.4327333333333333,0.45865017261219787,0.48455511329454404,0.4928,0.5248929804372842,0.5487084137283632,0.4422406208647917,0.5068803222094362,0.4988616368188555
all,M1239v2TS208_3,M1239v2,0.4199523809523809,0.4706476964769648,0.46314200075473605,0.48566666666666664,0.5220731707317072,0.5244599241348449,0.5181404305607408,0.5420560072267391,0.5412478638914139
NA-NA,M1239v2TS208_3,M1239v2,0.9824999999999999,0.9819473684210527,0.9823330095427271,1.0,1.0,1.0,0.5087874053030303,0.5197456140350878,0.5120986823938967
NA-protein,M1239v2TS208_3,M1239v2,0.2511818181818182,0.2841138845553822,0.2753778316480131,0.30818181818181817,0.35246177847113885,0.34103379279810664,0.453507725978495,0.5068283931357255,0.4962987835258129
protein-protein,M1239v2TS208_3,M1239v2,0.35433333333333333,0.483218487394958,0.39819543861964873,0.4681666666666667,0.5210378151260504,0.48618038225019183,0.6428690724666654,0.6583067226890758,0.6476852154676211
NA-containing,M1239v2TS208_3,M1239v2,0.4462,0.467204833141542,0.48767416888711,0.49266666666666664,0.5223567318757192,0.5389191984470292,0.4682489737983711,0.5102174913693901,0.50104344169273
all,M1239v2TS208_4,M1239v2,0.4247142857142857,0.47094308943089436,0.46514030560326114,0.4912857142857142,0.522564588979223,0.52408322879075,0.5142322960270812,0.5405094850948509,0.5398575304738835
NA-NA,M1239v2TS208_4,M1239v2,0.9824999999999999,0.9819473684210527,0.9823330095427271,1.0,1.0,1.0,0.5092902462121213,0.5215350877192982,0.5129903092566761
NA-protein,M1239v2TS208_4,M1239v2,0.2509090909090909,0.27960530421216845,0.27075820991472616,0.32481818181818184,0.3565226209048362,0.3454000542457254,0.4413817826950327,0.5012917316692668,0.4892589156013525
protein-protein,M1239v2TS208_4,M1239v2,0.3715,0.496735294117647,0.41404143853607883,0.4573333333333333,0.5123865546218487,0.4767183713643564,0.6510862703458102,0.664310924369748,0.6549458903055301
NA-containing,M1239v2TS208_4,M1239v2,0.446,0.4638791714614499,0.4844418045133737,0.5048666666666667,0.5253521288837745,0.5419742858036425,0.45949070629958955,0.5066029919447641,0.4963853758185441
all,M1239v2TS208_5,M1239v2,0.41395238095238096,0.46565943992773273,0.4633573995161961,0.4749523809523809,0.5151364046973803,0.5214564596033924,0.512463284608628,0.547706413730804,0.5488593941022797
NA-NA,M1239v2TS208_5,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.530344696969697,0.5388201754385965,0.5329057594913569
NA-protein,M1239v2TS208_5,M1239v2,0.2360909090909091,0.274380655226209,0.2731782584367739,0.29572727272727267,0.34526521060842436,0.342706255565903,0.4320169523233546,0.5086755070202809,0.4999961063185242
protein-protein,M1239v2TS208_5,M1239v2,0.36533333333333334,0.4922310924369748,0.40816621616685367,0.4651666666666667,0.5245420168067227,0.4859452598744716,0.6480272855575833,0.6613403361344538,0.6520568629633092
NA-containing,M1239v2TS208_5,M1239v2,0.4334,0.45838204833141544,0.4842046829572278,0.4788666666666667,0.512560414269275,0.5348700521584561,0.4582376842290459,0.516584579976985,0.509878767973549
all,M1239v2TS231_1,M1239v2,0.35423809523809524,0.4003261065943994,0.4042951383675175,0.4791428571428572,0.5168301716350496,0.5219869955543563,0.48900623040375113,0.5186251129177958,0.5207956370030358
NA-NA,M1239v2TS231_1,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.48597395833333334,0.49688596491228065,0.4892712743713595
NA-protein,M1239v2TS231_1,M1239v2,0.14400000000000002,0.1922901716068643,0.18595424242831457,0.3044545454545455,0.3625569422776911,0.3512758811833696,0.4064058197600526,0.47642745709828394,0.46697601378383824
protein-protein,M1239v2TS231_1,M1239v2,0.32516666666666666,0.40944117647058825,0.3543158119629031,0.4638333333333333,0.4858487394957983,0.4720059878429443,0.6424618312974769,0.6531008403361344,0.6455530430791531
NA-containing,M1239v2TS231_1,M1239v2,0.3658666666666666,0.39782968929804374,0.42317375485148984,0.48526666666666673,0.5253153049482163,0.54086624711584,0.42762399004626067,0.48179516685845786,0.47367120791851774
all,M1239v2TS231_2,M1239v2,0.35009523809523807,0.4060424570912376,0.40390813092939837,0.45876190476190476,0.5140090334236675,0.5093635882869617,0.4898465249249532,0.5241454381210479,0.5261514054945234
NA-NA,M1239v2TS231_2,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.5079332386363635,0.51575,0.5102952544968992
NA-protein,M1239v2TS231_2,M1239v2,0.13481818181818184,0.18040405616224647,0.17432729097969665,0.30227272727272725,0.3612355694227769,0.3535700081938065,0.40400862131237286,0.4823135725429018,0.47269819598360363
protein-protein,M1239v2TS231_2,M1239v2,0.3275,0.4680420168067227,0.3744419724758916,0.3965,0.4762857142857142,0.4217136860135265,0.6351582057404103,0.6448529411764705,0.6377737326559986
NA-containing,M1239v2TS231_2,M1239v2,0.3591333333333333,0.38906214039125436,0.4150383390517784,0.48366666666666663,0.5243406214039126,0.5424714552574351,0.4317218525987704,0.4910863060989644,0.48398847019463054
all,M1239v2TS231_3,M1239v2,0.35300000000000004,0.4024643179765131,0.40419967885190233,0.4768095238095239,0.5169295392953929,0.5184480889438211,0.4702169751286014,0.4957967479674796,0.4991631115176316
NA-NA,M1239v2TS231_3,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.44704071969696957,0.4573201754385964,0.4501468958190074
NA-protein,M1239v2TS231_3,M1239v2,0.13436363636363635,0.18108424336973478,0.17398278226305913,0.3140909090909091,0.3621716068642746,0.35367347567148005,0.38673714282365546,0.45261466458658345,0.4433412780282247
protein-protein,M1239v2TS231_3,M1239v2,0.33849999999999997,0.44956722689075623,0.3761435325627815,0.438,0.4873487394957983,0.4546568679500263,0.6387141713087571,0.6489579831932774,0.6415355489634014
NA-containing,M1239v2TS231_3,M1239v2,0.35879999999999995,0.3895638665132336,0.41479728518061887,0.4923333333333334,0.5250310701956272,0.5425438517885758,0.4028180966565392,0.4538492520138089,0.4453849828836513
all,M1239v2TS231_4,M1239v2,0.3678095238095238,0.4117299006323396,0.4150544929400131,0.4878571428571429,0.5198672086720868,0.5207930211504123,0.49096511296595235,0.5140379403794039,0.5174226870930742
NA-NA,M1239v2TS231_4,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.47959280303030305,0.4901271929824561,0.4827760134406661
NA-protein,M1239v2TS231_4,M1239v2,0.15145454545454545,0.18254914196567865,0.18084021405406642,0.3383636363636364,0.36349921996879875,0.35878198625763985,0.41036407409063164,0.4698268330733229,0.4611827186908512
protein-protein,M1239v2TS231_4,M1239v2,0.359,0.48871848739495805,0.4030327379419403,0.43216666666666664,0.49743697478991594,0.4537467922396112,0.6463152241944731,0.656016806722689,0.6491457925255936
NA-containing,M1239v2TS231_4,M1239v2,0.37133333333333335,0.39064441887226703,0.4195954525406999,0.5101333333333333,0.5260103567318757,0.5461182932850678,0.428825068474544,0.4751530494821634,0.4676671147708989
all,M1239v2TS231_5,M1239v2,0.3609047619047619,0.4189927732610659,0.41629188658037436,0.4695714285714286,0.5177515808491419,0.5149504232496696,0.48332706990174235,0.5111345980126468,0.5142758212644346
NA-NA,M1239v2TS231_5,M1239v2,0.97725,0.9771315789473685,0.9772142163305845,0.9824999999999999,0.9828947368421054,0.982619278898052,0.47530634469696964,0.48332017543859646,0.4777279096437295
NA-protein,M1239v2TS231_5,M1239v2,0.147,0.1965273010920437,0.18989895441933277,0.3112727272727273,0.36193759750390014,0.3538022168794732,0.3980045730908817,0.4677597503900155,0.45787941173599545
protein-protein,M1239v2TS231_5,M1239v2,0.3421666666666667,0.4834663865546219,0.38972445441642245,0.4178333333333333,0.4918025210084033,0.44166098794700187,0.6450987975248349,0.6546008403361344,0.6478002149690975
NA-containing,M1239v2TS231_5,M1239v2,0.3684,0.4013348676639816,0.4263271631410624,0.4902666666666667,0.5248584579976985,0.5426339324311423,0.41861837885250514,0.4718423475258917,0.46383985100748965
all,M1239v2TS262_1,M1239v2,0.3900952380952381,0.4344119241192411,0.43494995197059155,0.47638095238095235,0.5208364950316169,0.5241270309604481,0.5308958550300671,0.5643315266485996,0.5650254843756873
NA-NA,M1239v2TS262_1,M1239v2,0.9764999999999999,0.9756315789473685,0.9762375864242854,0.99625,0.9956578947368421,0.9960710816529219,0.5717533143939395,0.5777719298245615,0.5735719787287273
NA-protein,M1239v2TS262_1,M1239v2,0.1889090909090909,0.22195319812792516,0.21620243594112581,0.2923636363636364,0.3504851794071763,0.34142482590706713,0.45408852277795475,0.522525741029641,0.5149989346056595
protein-protein,M1239v2TS262_1,M1239v2,0.36800000000000005,0.48814285714285716,0.40982988864367204,0.46716666666666673,0.5247689075630253,0.487365354561537,0.6444709912496915,0.6640504201680673,0.650900006845789
NA-containing,M1239v2TS262_1,M1239v2,0.3989333333333333,0.4196962025316456,0.4444385160573261,0.48006666666666664,0.5197594936708861,0.5380129642046158,0.48546580054221733,0.5370207134637514,0.5325882289726684
all,M1239v2TS262_2,M1239v2,0.38423809523809527,0.44414634146341453,0.4378936583891841,0.4550952380952381,0.4964263775971093,0.4997397620938136,0.5343810194345897,0.5709439927732611,0.5680182381842781
NA-NA,M1239v2TS262_2,M1239v2,0.96975,0.9695526315789473,0.969690360550974,0.9824999999999999,0.9828947368421054,0.982619278898052,0.5856017992424244,0.5955701754385966,0.588613975460145
NA-protein,M1239v2TS262_2,M1239v2,0.21981818181818183,0.2757004680187207,0.26868040225334283,0.28209090909090906,0.3392995319812792,0.3290425818931502,0.46688612492459797,0.5370936037441498,0.5266360012234114
protein-protein,M1239v2TS262_2,M1239v2,0.29533333333333334,0.39448739495798324,0.32856182361710434,0.4206666666666667,0.4535840336134454,0.4320462403530502,0.6239744728310184,0.6385210084033615,0.6283008289340223
NA-containing,M1239v2TS262_2,M1239v2,0.4198,0.457746835443038,0.4791914094121064,0.4688666666666667,0.5081599539700805,0.5253095351845396,0.4985436380760183,0.5524361334867665,0.5452477850130724
all,M1239v2TS262_3,M1239v2,0.38676190476190486,0.4307371273712737,0.43178676237849,0.473,0.5180849141824752,0.5215915159233839,0.5291952857095571,0.5626097560975608,0.5633642749188489
NA-NA,M1239v2TS262_3,M1239v2,0.9764999999999999,0.9756315789473685,0.9762375864242854,0.99625,0.9956578947368421,0.9960710816529219,0.5698072916666668,0.5760350877192983,0.5716891647811421
NA-protein,M1239v2TS262_3,M1239v2,0.18254545454545454,0.215606864274571,0.20997405778478306,0.2859090909090909,0.34573322932917316,0.3364323504287205,0.45193066925333764,0.5204352574102965,0.5129231942291775
protein-protein,M1239v2TS262_3,M1239v2,0.36800000000000005,0.48814285714285716,0.40982988864367204,0.46716666666666673,0.5247689075630253,0.487365354561537,0.6437724119078865,0.6633361344537816,0.6501828504116485
NA-containing,M1239v2TS262_3,M1239v2,0.3942666666666667,0.4150149597238205,0.44008049957436307,0.47533333333333333,0.5162543153049483,0.5345197128510082,0.4833644352302254,0.5350230149597239,0.5305704237743873
all,M1239v2TS262_4,M1239v2,0.3858095238095238,0.4460532971996386,0.4394773709672468,0.45914285714285713,0.5016522131887985,0.5046253689797097,0.5340978881178954,0.5707226738934057,0.5677838920490218
NA-NA,M1239v2TS262_4,M1239v2,0.96975,0.9695526315789473,0.969690360550974,0.9824999999999999,0.9828947368421054,0.982619278898052,0.5855312500000001,0.5955131578947369,0.5885475151344911
NA-protein,M1239v2TS262_4,M1239v2,0.22281818181818183,0.27899375975039004,0.27179876128302655,0.2898181818181818,0.3483244929797192,0.3386624312011317,0.46648882877863174,0.5368065522620906,0.526317049278769
protein-protein,M1239v2TS262_4,M1239v2,0.29533333333333334,0.39448739495798324,0.32856182361710434,0.4206666666666667,0.4535840336134454,0.4320462403530502,0.6237589223184755,0.6383193277310925,0.6280897360041429
NA-containing,M1239v2TS262_4,M1239v2,0.422,0.46017606444188724,0.4813733353822434,0.47453333333333336,0.5148170310701955,0.5320405750789479,0.49823347443766325,0.5522094361334867,0.5450046554792006
all,M1239v2TS262_5,M1239v2,0.394904761904762,0.43207949412827457,0.43431597125439475,0.47380952380952385,0.5182800361336946,0.52201281224701,0.5313089477678753,0.5647344173441734,0.5654429718290537
NA-NA,M1239v2TS262_5,M1239v2,0.9764999999999999,0.9756315789473685,0.9762375864242854,0.99625,0.9956578947368421,0.9960710816529219,0.5724408143939395,0.578561403508772,0.5742902924440574
NA-protein,M1239v2TS262_5,M1239v2,0.19809090909090912,0.21792511700468017,0.21495411631647782,0.28745454545454546,0.3460702028081123,0.33726189059475153,0.4545753661693697,0.5229360374414976,0.5154695971578411
protein-protein,M1239v2TS262_5,M1239v2,0.36800000000000005,0.48814285714285716,0.40982988864367204,0.46716666666666673,0.5247689075630253,0.487365354561537,0.6445659362810927,0.6640630252100841,0.6509798339607055
NA-containing,M1239v2TS262_5,M1239v2,0.4056666666666667,0.41672497123130037,0.4435650627499539,0.47646666666666665,0.5165028768699654,0.5351001448071446,0.48600615236258826,0.5375304948216341,0.5331332603624983
all,M1239v2TS272_1,M1239v2,0.25247619047619047,0.28003342366757,0.2881912597383184,0.32695238095238094,0.36602529358626923,0.3672834075236806,0.4109255332703682,0.4381011743450768,0.4336485119940662
NA-NA,M1239v2TS272_1,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.41063873106060594,0.4121754385964911,0.4111030829070945
NA-protein,M1239v2TS272_1,M1239v2,0.08136363636363636,0.11569734789391577,0.10700645507806626,0.1889090909090909,0.24120904836193444,0.22788431038144638,0.37439364197594815,0.43043369734789394,0.4182645029028684
protein-protein,M1239v2TS272_1,M1239v2,0.08383333333333333,0.05621428571428572,0.07708071582537988,0.143,0.11123949579831933,0.13630969670250467,0.47809186878331333,0.4835882352941176,0.48006957827479163
NA-containing,M1239v2TS272_1,M1239v2,0.3199333333333333,0.3413325661680092,0.3679337308950969,0.4005333333333333,0.4358055235903337,0.45452876311675544,0.38405899906519025,0.4256432681242808,0.4161139518041959
all,M1239v2TS272_2,M1239v2,0.27785714285714286,0.34314182475158084,0.3294572926709861,0.36733333333333335,0.47483649503161707,0.4414538830400181,0.40240166364308216,0.4386522131887985,0.43047904621110017
NA-NA,M1239v2TS272_2,M1239v2,0.9759999999999999,0.9756842105263158,0.9759045768815582,0.9824999999999999,0.9828947368421054,0.982619278898052,0.39852793560606053,0.4026359649122806,0.39976927200171614
NA-protein,M1239v2TS272_2,M1239v2,0.16354545454545455,0.23031825273010922,0.21454762722612883,0.3311818181818182,0.4541513260530421,0.431144798872427,0.37326464205112253,0.4417238689547582,0.42773249758891585
protein-protein,M1239v2TS272_2,M1239v2,0.022000000000000002,0.04104201680672269,0.028385640135302342,0.023500000000000004,0.04383613445378151,0.030320219843875926,0.4584020219196894,0.46488235294117647,0.45998122540948694
NA-containing,M1239v2TS272_2,M1239v2,0.38020000000000004,0.42588032220943617,0.4431806393284194,0.5048666666666667,0.5928780207134637,0.5967507889705882,0.38000152033243934,0.43146835443037973,0.4193352320264346
